EnsemblGeneID,GeneID,Gene_symbol,RHC4240__Epithelial__2749FE,RHC4273__Epithelial__2749FE,RHL2799__Bcell__7DEA7B,RHL2806__Epithelial__2749FE,RHL2809__Epithelial__2749FE,RHL2821__Epithelial__2749FE,RHL2834__Epithelial__2749FE,RHL2844__Epithelial__2749FE,RHL2850__Epithelial__2749FE,RHL2856__Epithelial__2749FE,RHC5859__Epithelial__2749FE,RHC5866__Epithelial__2749FE,RHC5870__Epithelial__2749FE,RHC5876__Epithelial__2749FE,RHC5885__Epithelial__2749FE,RHC5887__Epithelial__2749FE,RHC5891__Epithelial__2749FE,RHC5901__Epithelial__2749FE,RHC5904__Epithelial__2749FE,RHC5909__Epithelial__2749FE,RHC5915__Epithelial__2749FE,RHC5920__Epithelial__2749FE,RHC5923__Epithelial__2749FE,RHC5931__Epithelial__2749FE,RHC5935__Epithelial__2749FE,RHC5936__Epithelial__2749FE,RHC5938__Epithelial__2749FE,RHC5941__Epithelial__2749FE,RHC6058__Epithelial__2749FE,RHC6074__Epithelial__2749FE,RHC6092__Epithelial__2749FE,RHC6094__Epithelial__2749FE,RHC6103__Epithelial__2749FE,RHC6106__Epithelial__2749FE,RHC6113__Epithelial__2749FE
ENSG00000100813,22985,ACIN1,7.88598,0,0,0,17.9805,0,8.52764,0,0,9.31022,109.62,0,0,0,0,0,0,2.73176,0,0.175105,0,0.5332,16.0853,0.964111,8.65248,21.0752,3.34567,0,1.53657,116.223,9.51385,2.79055,58.1823,0,0
ENSG00000100814,57820,CCNB1IP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4687,0,0,0.693651,0,0,23.7923,0,0,0,0,0,279.46,0,0
ENSG00000100815,9321,TRIP11,0,21.2263,66.9647,0,0,0,29.484,0,10.4196,0,0,34.9005,0,0.276865,0,22.7363,33.0616,0.390217,0,0.0784267,341.513,6.58104,0,0.068359,2.7342,0,0,0,8.66167,4.82271,0,13.2568,0.357813,0,0
ENSG00000100823,328,APEX1,0,0,0,0,0,0,0,0,0,45.5825,0,0,0,4.08558,0,0,0,1.87935,0,0,0,32.6182,0,14.437,0,0,0,0,0,0,0,14.2451,0,0,0
ENSG00000100836,8106,PABPN1,71.518,0,108.737,9.03275,9.95663,280.621,0,52.7642,17.4428,3.74718,21.876,6.09682,3.2599,1.83383,25.1435,197.58,156.667,22.9758,1.58974,83.0698,69.6186,2.61689,11.4094,4.19997,847.947,0.536311,57.8941,62.0009,0,2.53306,41.4511,1.04209,5.85641,0,0
ENSG00000100842,10278,EFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100852,394,ARHGAP5,0,0,0,0,39.8901,1.82767,16.7234,2.0948,0,184.065,11.3933,0,94.3889,0,0,5.40795,30.3817,0.388112,0,74.2922,0,0.089699,0,0,0.629779,0.927014,0,32.9858,6.20794,0.431702,0,63.314,7.07543,229.906,20.1403
ENSG00000100865,51550,CINP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3533,0.812386,0,0,0,0,0,1886.44,0,0,0,0,0,0,0,74.5587,0,0,0
ENSG00000100867,10202,DHRS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100883,6729,SRP54,0,94.7735,125.603,0,0,0,0,0,0,468.426,55.7175,0,37.5956,0.794608,788.551,0,0,1.8647,0,0,12.9929,0.251343,0,0,0,3.53176,0,1708.61,2.29861,8.41237,0,0,0,0,0
ENSG00000100884,9362,CPNE6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18119,0
ENSG00000100888,57680,CHD8,0,0,0,825.582,0,16.4326,0,0,0,0,275.248,0,0,0,0,0,164.577,0,0,0,0,0,12.3899,19.1748,0,0,0,0,14.7721,0,40.2087,4.0278,0,0,0
ENSG00000100889,5106,PCK2,0,0,0,14.1587,84.1065,5.36284,58.6882,28.6042,0,0,0,0,0,1831.19,4.53084,0,0,1.3878,11.7301,262.883,0.387455,1.51872,0,0,0,17.2785,0,0,0,32.7728,0,0,0,4.06319,2.63866
ENSG00000100890,9692,KIAA0391,56.2105,0,0,0,0,187.719,0,0,0,0,0,0,0,0,0,0,0,0.371445,0,0,0,0,0,0,0,3.11875,0,0,0,12.0889,0,0,0,0,0
ENSG00000100897,80344,DCAF11,6.28215,0,0,0,0,4.23221,0,0,0,0,0,277.697,0,0,0.573773,42.2222,0,9.62842,0,0,0,0,0,0,0,0,0,0,0,6.16904,0,0,0,0,0
ENSG00000100902,5687,PSMA6,0,0,0,0,89.6807,48.5576,329.004,302.433,272.066,762.524,22.5124,17.5673,410.595,961.527,1186.06,46.3135,281.516,186.464,122.326,120.629,0,12.3582,0,1.30867,0,0,0,251.296,3540.69,46.981,0,27.9606,0,6.26138,0
ENSG00000100906,4792,NFKBIA,57.3819,0,0,114.975,288.195,25.4572,0,79.7169,31.8417,623.943,1808.44,1.73011,0,0,242.138,4.91468,176.243,15.7346,0,0.481081,197.638,3.43923,11.3578,0,2.41075,192.336,0,28.1878,457.421,0,0,0,0,121.452,0
ENSG00000100908,51016,EMC9,0,0,0,0,0,0,0,0,0,0,175.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100911,5721,PSME2,37.262,0,0,0,23.0129,0,0,468.997,654.788,0,1103.59,3.22383,103.997,12.5092,64.7449,141.95,509.578,2960.15,0,61.0151,886.529,833.974,3.69702,0,0,13.1962,0,0,101.149,38.9359,31.1462,175.91,0,0,327.64
ENSG00000100916,84312,BRMS1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100918,9985,REC8,14.7605,0,0,0,0,0,0,370.318,0,0,50.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1651,0,0,0,110.227,0
ENSG00000100926,10548,TM9SF1,0,0,0,0,0,0,32.2426,0,16.4531,86.3941,0,0,149.211,0,0,0,0,0,0,0,3.11433,2.09029,0,0,0,17.0623,0,0,0,0,0,0,0,0,0
ENSG00000100934,10484,SEC23A,0,10.5231,0,203.036,39.2569,7.04072,0,22.9171,18.8917,0,0,0,0,3.04498,1.54416,7.55512,110.881,133.953,3.62563,323.024,84.8798,0,0,0,0,0,1.89252,0,149.777,1.85519,0,152.529,0,0,0
ENSG00000100938,51292,GMPR2,0,0,0,0,0,0,0,0,0,33.2159,0,0,0,0,0,0,253.27,0,0,0,88.8756,0,0,0,0,0,0,0,0,0,0,5.82995,1474.19,0,0
ENSG00000100941,5411,PNN,92.813,0,0,1.589,0,0,0,5.09928,31.8229,38.8619,8.8162,0.597339,0,0,0,0.600788,72.2482,1.73125,204.847,0,0,0,1.8409,0,0,0,0,0.222236,0,0,42.9301,0.127563,0,0,0
ENSG00000100949,5875,RABGGTA,20.0856,0,0,0,0,0,0,0,0,65.2727,0,0,0,0,0,0,0,0,0,168.43,43.6475,0,50.0332,0,0,0,0,0,0,0,0,1.83997,0,0,0
ENSG00000100968,4776,NFATC4,9.74303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100979,5360,PLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100982,63935,PCIF1,0,0,0,0,0,7.73869,0,0,0,0,0,0,0,0,255.733,0,0,0,0,0,0,0,0,0,0,0,0,0,240.318,0,0,0,0,0,0
ENSG00000100983,2937,GSS,0,0,7.61811,0,0,24.977,0,0,18.2935,0,0,0,0,0,9.03754,0,0,0,0,0,10.7152,0,0,0,0,0,0,0,0,0,26.5391,26.6329,236.167,0,0
ENSG00000100985,4318,MMP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100987,30813,VSX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100991,26133,TRPC4AP,0,0,0,0,0,0,0,0,0,0,0,0,0.365683,0,0,0,0,0,0,150.823,0,0,0,0,0,0,0,0,0,0,0,0,655.251,0,0
ENSG00000100994,5834,PYGB,34.7019,43.2586,0,36.7537,0,0,39.6208,4.37342,48.9435,0,0,0,0,2.68366,0,6.37778,0.51286,0.567455,0,0.212544,0,4.49205,10.5918,0,41.3203,0.259678,0,0,0,0,0,0,0,0,9.57239
ENSG00000100997,26090,ABHD12,37.2563,0,0,0,0,44.0775,24.9989,0,9.81972,0,0,0,0,0,0,10.8946,0,26.1759,214.024,0,0,20.5936,40.4292,0,38.0241,40.1308,0,0,39.5904,0,0,0,6195.68,0,2.68741
ENSG00000101000,10544,PROCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727542,0,0,0,0,0,0,0,0,0
ENSG00000101003,9837,GINS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101004,22981,NINL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101017,958,CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101019,55245,UQCC1,0,3.38993,0,0,0,0,0,10.0139,0,0,0,1.07297,0,0,0,0,0,0,0,0,0.250449,0,0.89883,0,0,0,0,0,0,23.8246,0,11.1035,0,0,0
ENSG00000101040,23613,ZMYND8,0,0,0,111.565,20.3691,686.483,159.732,115.937,128.207,44.3857,0,0,0,0,0,0,278.304,29.2997,0,0,5.17629,0.160704,5.80286,1.93127,0.842357,242.085,9.80528,1316.84,42.8535,1346.18,3.78626,3.38836,0,6.2457,1234.73
ENSG00000101049,10110,SGK2,0,138.955,0,238.247,0,20.3142,0,247.441,0,0,0,0,0,0,7.97774,383.056,0.326246,362.247,146.521,0.547846,15.6149,0,0,1005.92,0,0,94.7751,19.0122,0,0,0,0,0,0,0
ENSG00000101052,51098,IFT52,0,0,0,0,0,0,0,253.668,0,0,0,0,824.915,0,0,0,573.542,0,0,0,0,0,0.541973,0,0,0,0,2.5015,0,0,0,0,0,0,0
ENSG00000101057,4605,MYBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101074,140902,R3HDML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101076,3172,HNF4A,71.1673,647.48,0,228.492,59.0472,116.727,55.7287,220.038,201.511,76.5075,23.7951,72.8162,7.17444,64.0312,245.109,86.0359,31.3527,42.3989,434.742,12.688,18.4072,0,130.755,0.80038,51.2582,3.5927,6.0406,87.0977,61.5122,0,17.2847,4.48433,623.095,1.97356,0
ENSG00000101079,57446,NDRG3,0.397674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79422,0,0,0,1.46882,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101082,84174,SLA2,0,1.19181,6.63529,0,0,0,5.32823,6.74163,34.1844,0,0,0,0,0,0,4.88871,0.268347,7.59856,57.2729,0,0,0,0,0,0,0,0,0,0,13.1459,0,0,3.96739,0,0
ENSG00000101084,55969,C20orf24,40.3306,0,0,0,0,42.5718,168.717,63.9125,86.9944,150.205,0,0,0,0,0,0,0,0,0,1.98003,73.4746,0,0,0,0,0,0,0,0,0,0,0,83.1564,0,0
ENSG00000101096,4773,NFATC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505533,0
ENSG00000101098,140730,RIMS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101104,80336,PABPC1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101109,6789,STK4,8.60627,0,114.901,213.87,0,4.66468,3.79807,0,1.23538,127.605,0,0,0.149076,0.241749,0,0.496537,0,0,0,0,0,0,6.38078,0,0.130572,5.49721,7.69262,0,9.3765,0,0,285.516,0,1146.17,0
ENSG00000101115,57167,SALL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101126,23394,ADNP,0,23.1192,45.1186,0,180.034,91.3755,33.7407,4.46781,0,0,0,0,0.878759,0,0,0,5.30624,0,0,0,0,0,0,6.87285,0.168784,0,0,0,0,23.6244,0.728413,0.183887,3.91619,0,0
ENSG00000101132,5203,PFDN4,0,0,0,0,0,0,0,0,0,0,0,27.0079,22.6158,7.73461,0,0,185.411,0.426218,0,6.7259,62.7325,5.29401,5.26168,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101134,55816,DOK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101138,1477,CSTF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0248,0,0,0
ENSG00000101144,655,BMP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101146,8480,RAE1,0,0,0,0,0,0,0,0,0,0,0,0.760869,0,0,0,0,0,0,0,13.4669,20.0053,0,0,0,0,0,0,0,0,34.873,0,8.11335,0,0,0
ENSG00000101150,7165,TPD52L2,0,0,0,0,0,0,13.426,21.1837,6.15195,0,0,0,0,0,0,1.59131,37.7829,0,0,0,0,0.4079,0,0,0,0,0,0,0,0,0,0.311403,0,0,0
ENSG00000101152,80331,DNAJC5,0,0,0,0,0,0,0,5.14299,111.278,23.7895,0,0,0,0,0,0,0,0,0,0,0,0,94.687,0,0,0.154485,0,0,54.2516,0,0,0,0,0,0
ENSG00000101158,51497,NELFCD,0,0,0,0,0,0,0,0,0,29.7584,389.25,0,0,0,0,0,0,0,0,0,0,0,0,0.924531,0,0,0,0,0,0,0,5.7602,0,0,0
ENSG00000101160,1522,CTSZ,0,0,0,0,0,0,0,0,51.4502,18.9044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9471,0,0,0,0
ENSG00000101161,24148,PRPF6,1.47767,72.6368,0,11.8681,0,3.12848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3578,0,0,581.554,0.644768,0.341702,0,0,18.3371,2.56516,222.417,1.72776,0,0,250.014
ENSG00000101162,81027,TUBB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12191,0,0,0,0,0,0,0,0
ENSG00000101166,51012,SLMO2,485.713,0,0,186.642,0,0,59.0148,78.1843,189.09,401.034,0,0.805377,433.838,0,0.325127,4.57857,99.3103,0.437124,0,222.32,176.138,0.337176,1.02787,0.207237,0,1.46288,47.2719,0,2.36147,0,0,73.0799,0,0,4.50003
ENSG00000101180,11255,HRH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101181,26164,MTG2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56262,6.68169,0,0.449032,0,0,0,0,0,0,0,0,0,0,13.8208,0,0,0,0,0,2.57955,0
ENSG00000101182,5688,PSMA7,221.13,1898.77,172.058,0,0,0,204.727,0,0,40.8656,41.2958,10.1696,22.7145,4.58138,4751.61,184.546,2098.33,0,6.74517,323.109,52.918,1565.96,5.72078,5.44934,2.47065,1.14113,173.645,44.0968,0,0,142.657,166.242,0,0,0
ENSG00000101187,28231,SLCO4A1,0,0,0,0,0,0,0,0,0,0,0,3.70555,0,0,0,0,0,0,0,0,0,0,1.6718,0,0,0,0,0,0,0,0,0.855863,0,0,0
ENSG00000101188,4923,NTSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101189,55257,MRGBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101190,10732,TCFL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101191,11083,DIDO1,0,0,0,0,5.32,1.01639,40.6704,63.1032,5.73465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.514,0,0,0,0,3.91876,0,135.712
ENSG00000101193,54994,GID8,3.93382,0,0,0,0,0,0,50.7202,32.4165,3.57774,44.0473,4.44069,0,0,0,2.01996,0,66.4656,0,0,0,0,0,0,2.11852,518.343,0,306.314,0,8.46172,0,519.203,0,0,0
ENSG00000101194,63910,SLC17A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786278,0,0,0,0,0,0,0,0,0,0,3.95489,0,0,0,0,5.13272,0
ENSG00000101197,79444,BIRC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101198,128414,NKAIN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101199,55738,ARFGAP1,0,0,0,0,0,0,0,0,205.128,0,0,4.78833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9314,0,0,0,0,0,3.24378
ENSG00000101200,551,AVP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101203,57642,COL20A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646078,0,0,0,0,0
ENSG00000101204,1137,CHRNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101210,1917,EEF1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101213,5753,PTK6,0,0,0,0,0,81.8201,5.9466,0,0,4.20176,0,0,0,0,0,0.985583,6.98967,0,0,7.0361,0,132.956,0,9.45271,0,0,0,0,6.22246,7.97953,0,0,0,0,0
ENSG00000101216,26205,GMEB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101220,54976,C20orf27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101222,25876,SPEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101224,994,CDC25B,0,0,0,0,0,0,23.4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28207,0,0,0,0,26.0337,0,0,28.6319,0
ENSG00000101230,140862,ISM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101236,11237,RNF24,0,0.353761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101246,10139,ARFRP1,0,0,0,0,0,24.9174,0,0,0,0,0,0,20.8855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101247,79133,NDUFAF5,14.9772,0,56.5925,0,361.39,0,0,0,0,0,0,0,0,0,0,52.2753,0,0,0,0,0,0,18.0824,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101251,80343,SEL1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101255,57761,TRIB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101265,9770,RASSF2,0,0,0,0,0,0,0,0,0,0,3.42002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218333,0,0,0,0,0,0,0,0,0,0
ENSG00000101266,1457,CSNK2A1,0,0,0,30.2809,457.627,12.3949,0,0,0,0,0,0.522185,0.167331,0,0,0,4.14609,219.669,0,511.151,0,0,0,110.608,0.202488,28.5842,0,0,20.9164,0,0,38.7187,0,6.77591,3.65557
ENSG00000101276,113278,SLC52A3,0,0,0,0,0,7.11303,0,0,67.7616,0,0,0,0,0,0,0,0,0,0,473.973,32.3919,0,2.09235,0,0,56.3069,442.649,0,0,0,0,0,0,0,0
ENSG00000101280,51378,ANGPT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101282,343637,RSPO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101290,8760,CDS2,0,0,0,0,0,0,0,0,0,47.8837,12.6842,0,0,0,0,0.561429,0,0,0,0,0,0,0,0,0,0,0,0,0.314142,0,0,0,0,0,0
ENSG00000101292,128674,PROKR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101294,81502,HM13,26.6475,0,88.0514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717895,0,0,0,0,0,1.72115,0
ENSG00000101298,9751,SNPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101306,85366,MYLK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101307,10326,SIRPB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534486,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101310,10483,SEC23B,0,0,0,0,5.97006,5.71089,11.2521,0,0,4.7524,36.3577,0,0,2.66903,0,0,2.15696,0,0,0,0,0,0,0,0,0.450298,0,0,0,0,0,0,0,0,0
ENSG00000101311,55612,FERMT1,10.0642,0,0,0,0,0,0,0,0,0,0,0,0,2.03303,0.307847,202.284,21.7996,0,0,74.7903,0,0,0,0,0,0,0,0,0,750.767,0,0,0,0,0
ENSG00000101323,54363,HAO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101327,5173,PDYN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101331,140706,CCM2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101333,5332,PLCB4,0,0,0,4.28981,0,0,0,0,0,0,0,0,0,0,0,7.36609,4.75197,0,0,0.380211,0,0,0,0,0,0,0,71.4345,0,0,0,0,0,0,0
ENSG00000101335,10398,MYL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101336,3055,HCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101337,9777,TM9SF4,0,0,0,0,0,3.01328,0,0,245.868,0,0,0,0,5.00582,0,4.3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101342,140711,TLDC2,0,0,0,0,0,0,0,0,10.1647,51.0707,376.131,1293.58,0,0,0,14.4196,0.390306,0,3.66614,0,0,0,0,0,50.6115,209.477,0,0.843694,0,0,0,0,0,5.87324,0
ENSG00000101343,51340,CRNKL1,306.267,0,0,0,0,0,15.3878,0,57.0896,0,0,0,0,0,0,0,0,0,0,0.383912,0,804.944,0,0,0,0.0872127,0,0.189116,0,1.75938,0,205.968,0,0,154.571
ENSG00000101346,23509,POFUT1,0,0,0,0,0,0,0,135.524,0,47.3706,0,0,0,0,0,0,0,0,0,0,0,2.19504,0,0,0,0,0,0,0,0,0,0.304509,0,0,0
ENSG00000101347,25939,SAMHD1,0,0,0,0,0,0,0,0,0,2.0831,0,45.3747,0,298.578,2.4483,0,1.28945,12.3832,72.5888,117.756,0,0,8.71413,201.197,1.96361,3.82815,85.1639,0,3.46955,1.84464,0,0.424467,0,0,0
ENSG00000101349,57144,PAK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117031,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101350,9371,KIF3B,0,0,0,7.23894,0,5.72081,0,61.0869,2.09763,3.22817,0,0,0,0,0,0.462206,0,0,0,0,0,0.106361,18.3164,0,1.71487,0,0,0,0.914336,7.77625,0.595124,15.3392,0,0,0
ENSG00000101353,140699,MROH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8799,0,0,0,0
ENSG00000101361,10528,NOP56,1051.7,0,83.4915,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01918,3.23849,0,0,0,0,26.1157,0,0,0,0,2.33508,0,5.47013,0,0,0,0,0
ENSG00000101363,63905,MANBAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05097,0,40.8208,0,0,0,0,0,0.541908,0,0,0
ENSG00000101365,3420,IDH3B,0,0,0,0,0,0,0,0,0,13.7108,0,0,23.9266,0,0,14.683,1.13841,0,0,10.432,0,0,0,0,0,0,0,0,0,0,0,0,6.97231,0,0
ENSG00000101367,22919,MAPRE1,0,148.035,0,0,0,0,0,0,0,0,18.7777,0,0,0,3.08021,74.4205,8.78308,0.334873,0,0,3.0813,0,113.013,1.29519,0,2.74885,32.9706,3.04852,8.61118,0,0,0,0,0,0
ENSG00000101384,182,JAG1,44.69,0,0,0,2.49193,0,0,0,0,0,0,0,0,0,0,0,0,2.86793,0,0,2.0565,17.8382,0,0,0,0,1.77434,0,0,0,0,0,0,0,0
ENSG00000101391,51654,CDK5RAP1,0,0,0,0,25.4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
