Var1,Gene_matrix1,Gene_matrix2,Gene_matrix3,Gene_matrix4,Gene_matrix5
114805,0,0,1,1,0
114971,1,1,0,1,1
115,1,1,0,1,0
115019,0,1,0,1,1
115111,1,0,1,1,1
1152,1,1,0,0,1
115286,1,1,1,1,1
1155,0,0,1,1,1
115584,0,1,1,0,0
1158,1,1,1,0,0
1159,0,1,1,1,0
1160,0,0,1,1,1
116085,1,0,1,0,1
116255,1,0,1,1,1
116285,1,0,0,1,1
116369,1,1,1,1,0
117247,1,1,0,1,0
117248,1,0,0,0,1
117283,1,1,1,0,1
1178,0,1,0,1,1
118881,1,0,0,0,0
119548,1,1,0,1,0
1200,1,1,0,0,0
120103,0,1,0,1,1
1208,1,0,0,0,0
121214,0,1,0,1,1
121278,1,1,0,0,1
1215,1,1,0,0,0
122481,0,0,1,1,0
122618,0,1,1,1,0
122622,1,1,1,0,0
122970,1,1,1,0,0
123041,1,1,1,1,1
123096,1,1,0,0,1
123099,1,0,1,0,1
123264,0,1,0,1,0
123688,1,1,0,1,0
123745,1,1,0,1,0
123876,1,0,1,1,0
124,0,1,1,1,1
1244,0,0,0,1,1
124583,1,1,1,1,0
124637,0,1,1,0,1
124872,0,1,1,0,1
124935,0,1,1,0,0
124975,0,0,1,1,0
125,1,1,1,1,0
125061,0,0,0,1,1
125206,0,1,1,0,1
125965,0,1,1,1,0
125981,0,1,1,1,0
126,1,1,0,1,0
126129,0,1,0,1,1
126328,0,1,1,0,0
126410,0,1,1,1,0
1267,1,1,0,0,0
126792,1,0,0,1,1
127,1,1,1,0,1
127124,1,1,1,1,1
128,0,1,1,0,1
128869,1,0,1,0,1
129607,0,0,0,1,1
129642,0,0,1,1,1
129807,1,1,0,1,0
13,1,0,1,1,0
130,1,1,0,1,1
130013,1,0,1,1,1
130367,1,1,0,0,1
130752,1,1,0,0,0
131,1,0,1,1,1
1312,1,1,1,1,1
131669,0,0,0,1,1
132,1,0,0,1,1
132158,1,1,0,0,0
1327,0,1,1,1,0
132789,1,0,0,0,0
1329,1,1,1,0,0
133121,1,0,1,0,1
1337,1,0,1,1,0
1339,0,0,1,1,1
1340,1,1,0,1,0
1345,1,0,0,1,1
134526,1,1,1,0,0
1346,1,0,1,0,1
1347,1,1,0,0,1
1349,0,1,1,1,0
1350,1,1,0,0,1
1351,1,0,0,1,1
135152,1,0,1,0,1
1356,1,1,0,0,0
1357,0,1,1,0,0
1358,0,0,1,1,0
1371,1,0,0,0,1
1373,1,1,1,1,0
1374,1,0,1,0,0
1375,1,1,1,1,1
1376,0,0,1,0,1
137872,1,0,1,1,0
137902,0,1,0,0,1
137964,1,1,0,1,0
1384,1,1,1,0,0
138429,1,0,1,0,0
138639,0,1,1,1,0
139596,0,1,0,0,1
140679,1,0,1,0,1
140687,1,0,0,1,1
140838,1,1,0,0,1
142680,1,0,0,0,1
1431,1,0,1,1,1
144193,0,0,1,1,0
144195,0,0,1,0,1
145173,1,0,1,1,0
145226,1,0,0,0,1
145553,1,1,0,1,0
146664,1,0,1,1,0
146712,1,0,1,0,0
1468,1,1,1,0,0
146802,1,0,1,0,0
1487,1,1,0,1,0
148789,0,1,1,0,1
1491,1,1,1,1,0
15,0,1,0,1,0
1503,1,1,0,0,0
151531,0,1,1,1,0
152586,1,0,1,1,0
153201,1,0,0,0,1
1537,1,0,0,1,0
154091,0,1,0,0,1
154141,0,1,1,0,1
1543,1,0,0,1,0
1544,1,0,1,0,0
1545,0,1,0,0,1
1548,0,0,0,1,1
1549,1,0,0,0,1
1551,0,1,1,0,0
155184,0,0,0,1,1
1553,0,0,1,1,0
1555,0,0,0,1,1
1557,0,0,1,0,1
1558,1,1,1,0,0
1559,0,0,0,1,0
1562,1,0,0,0,1
1565,1,0,0,0,1
1571,0,1,0,1,1
1572,1,1,0,0,0
1573,1,1,0,0,0
157506,0,1,0,1,1
1576,1,0,0,0,1
1577,1,1,0,0,0
1579,0,1,1,0,0
158,1,1,1,1,0
1580,0,0,1,1,0
1581,1,1,0,1,0
158160,1,0,0,1,1
1582,1,0,1,1,0
1583,0,1,0,0,1
1584,1,0,0,0,1
1585,1,1,0,0,0
158584,1,0,0,1,0
1586,0,1,1,0,0
1588,0,0,1,1,1
1589,1,1,0,0,0
159,1,0,0,0,1
1591,1,1,0,1,0
1593,0,1,1,0,0
1594,0,1,1,0,1
1595,1,1,0,0,0
159963,1,0,1,0,1
160287,1,1,0,1,0
160428,0,1,1,0,0
1606,0,0,1,1,1
1607,1,1,0,0,1
160728,1,0,1,0,1
1608,0,0,0,1,1
160851,1,0,1,1,1
1609,1,0,0,1,0
1610,0,1,0,0,1
1621,1,1,0,0,1
1622,0,0,1,1,0
162417,0,1,1,1,0
162466,1,0,1,1,1
1629,0,0,1,0,0
1632,1,0,1,1,0
1633,1,1,1,0,0
163404,0,1,1,1,0
1635,1,1,0,0,0
1636,1,0,1,0,1
1638,0,1,1,1,0
1644,1,1,1,1,0
1645,1,0,0,1,1
1646,0,1,1,1,0
166012,0,1,1,1,0
1666,1,1,0,0,1
166785,0,1,1,1,0
166929,1,0,0,0,1
168391,1,1,1,0,0
169355,0,1,1,1,0
170384,1,1,0,1,0
170712,0,1,0,1,1
171425,0,0,0,1,1
1716,1,1,1,1,1
1717,0,1,1,0,1
1718,1,0,1,0,1
1719,1,0,0,0,1
1723,1,0,1,1,0
1727,1,0,0,0,1
1728,1,1,0,0,1
1733,0,1,0,1,0
1734,1,0,1,0,0
1735,0,1,0,0,1
1737,1,0,1,1,0
1738,1,1,1,0,1
1743,0,1,1,1,1
175,0,1,0,1,1
1757,0,0,1,0,0
178,1,1,1,1,1
18,1,1,1,1,1
1800,0,1,1,0,0
1806,0,1,1,1,0
1807,1,1,0,0,1
1808,0,1,1,1,0
1809,1,1,1,0,0
1811,1,0,0,1,0
1836,0,0,0,0,1
1841,1,1,0,1,1
1854,1,1,0,0,1
189,1,1,1,0,0
1890,1,1,1,0,0
1891,1,1,0,0,1
1892,0,0,1,1,1
19,1,1,1,0,1
191,0,0,0,1,1
192134,0,0,1,1,1
192286,1,1,0,1,0
195814,1,1,1,0,0
196051,1,0,0,1,1
1962,1,1,1,0,0
196883,1,0,1,0,0
197257,1,1,1,0,1
197258,0,0,1,1,0
199974,0,1,1,0,0
200010,1,0,1,1,0
200576,1,1,1,1,1
200810,0,1,0,1,1
200931,0,0,1,0,1
201164,0,0,1,1,1
201288,1,0,0,1,0
201562,0,0,1,1,1
201595,1,1,0,1,0
2023,0,1,1,0,0
2026,1,0,0,0,1
2027,0,0,1,1,1
203,0,0,0,1,1
2030,1,0,1,1,0
204,1,1,1,1,1
204219,1,0,0,1,1
205,1,1,1,1,1
2053,0,0,1,1,1
206358,1,0,1,0,1
2098,1,1,0,0,0
21,0,1,0,1,1
210,1,1,0,0,1
2108,1,0,1,0,1
2109,1,1,1,1,0
211,1,0,1,1,1
2110,0,1,1,0,1
212,1,0,1,0,0
2131,1,1,0,1,0
2132,1,1,1,1,1
2134,0,0,1,0,1
2135,0,1,0,1,1
2137,1,0,1,1,0
215,1,0,0,1,1
216,0,0,1,1,1
2167,0,1,1,0,1
2168,0,1,1,0,0
2169,1,0,1,1,0
217,1,1,1,0,0
2170,0,1,1,0,1
2171,1,0,1,0,1
2172,1,1,0,1,0
2173,0,1,0,1,1
218,0,1,1,0,1
2180,0,1,0,1,1
2181,1,1,1,0,1
2182,1,0,1,1,1
2184,0,1,1,0,0
219,1,1,0,0,1
2194,0,0,1,1,0
220,1,1,0,1,1
220074,1,0,0,1,0
2203,0,0,1,1,0
221,1,1,1,0,1
221223,1,0,1,0,0
221823,1,1,1,1,0
221955,1,0,1,0,1
222,1,0,1,1,0
2222,1,0,0,1,0
2224,1,0,0,1,1
222537,1,0,0,0,1
222962,0,1,1,0,0
223,0,1,1,1,0
2235,1,0,0,1,1
224,0,0,1,1,1
225,0,0,0,1,1
226,1,1,1,1,1
2271,0,0,1,1,0
22856,0,1,0,1,1
22876,1,0,1,1,0
229,0,0,0,1,1
22908,1,0,1,0,1
22934,0,0,1,1,0
22978,1,0,0,0,1
230,1,1,0,0,0
23007,1,0,1,1,0
23057,1,1,1,1,1
23067,0,0,1,0,1
231,0,1,1,1,0
23169,0,1,0,1,1
23175,0,1,0,1,0
23203,0,1,1,0,1
23205,1,1,0,0,0
23236,0,1,1,1,1
23250,1,1,0,0,0
23262,1,0,1,0,0
23305,0,1,1,1,0
23315,1,1,0,1,0
23371,1,0,1,1,0
23396,1,1,0,1,1
23417,1,1,0,0,1
23428,1,0,0,1,1
23430,0,1,0,1,1
23439,0,1,0,1,1
23443,0,1,0,1,0
23464,0,1,0,1,0
23475,0,0,0,1,1
23478,1,0,0,1,0
2348,1,1,1,1,1
23491,0,1,0,1,0
23498,1,1,1,1,0
2350,0,0,1,1,0
2352,1,1,1,0,1
23530,1,1,1,1,1
23533,1,1,0,1,0
23539,0,0,1,1,1
23545,0,1,1,0,1
23556,1,0,1,1,1
2356,1,1,0,0,0
23563,1,1,1,1,0
23600,1,0,1,1,1
23632,1,1,1,0,0
23646,1,1,1,0,0
23657,0,0,1,1,0
23743,1,1,0,0,0
23761,1,1,0,0,1
239,0,1,1,1,0
24,1,0,1,0,1
240,1,1,0,0,1
245972,1,1,0,1,0
245973,0,1,1,1,1
246,1,0,0,1,1
246213,0,0,1,1,0
247,0,0,1,1,1
248,0,1,1,1,0
249,0,1,1,0,0
2495,0,0,1,1,0
250,0,1,1,0,1
251,1,0,1,0,0
2512,0,1,1,0,0
2517,1,1,0,0,0
2519,1,0,0,0,1
2523,0,0,0,1,1
2524,0,1,1,0,1
2525,1,0,0,0,1
2526,1,0,1,0,1
2527,1,0,1,1,0
2528,0,1,0,1,1
2529,1,1,0,1,0
253017,1,1,0,0,1
2531,1,1,1,0,1
253558,1,0,1,0,1
253782,1,1,0,0,1
2538,0,0,1,1,1
2539,1,1,0,0,1
2542,1,1,1,0,0
2548,0,1,0,0,1
256435,0,1,0,1,0
257068,1,1,0,1,0
2571,1,1,1,1,1
2572,1,0,1,1,1
257202,1,1,0,0,0
25769,1,1,0,1,1
25796,1,1,1,0,0
2581,0,0,0,1,1
2582,0,0,1,1,1
2583,1,0,0,0,1
25830,1,1,0,0,0
25834,0,0,1,0,1
2584,0,0,1,0,0
2585,1,0,0,1,1
25874,0,0,1,1,0
2588,0,1,1,0,0
2589,0,1,1,1,0
2590,0,0,1,0,1
25902,0,0,1,1,0
2591,0,1,0,1,0
2592,1,1,1,1,0
259230,0,1,1,0,0
2593,0,1,1,1,1
259307,0,1,0,0,1
2595,1,1,0,0,1
2597,1,1,0,0,0
26,1,1,1,0,0
26002,1,0,0,1,1
26007,0,0,1,0,1
26027,1,1,1,0,0
260293,0,0,1,1,0
26035,0,1,0,1,0
26061,0,1,1,0,0
26062,1,0,0,1,1
26063,1,0,1,0,1
2618,1,1,1,1,1
262,0,1,0,1,0
26227,0,1,0,1,1
26229,0,1,1,0,1
26266,1,0,1,0,1
26275,0,0,1,1,0
26279,1,0,1,1,0
2628,0,0,1,1,0
26289,1,1,1,1,1
2629,1,1,1,1,1
26290,1,1,0,1,0
26301,1,0,1,0,1
2632,1,1,0,1,0
26330,0,1,1,0,0
2639,1,1,0,0,1
2643,0,0,0,1,1
2645,1,1,1,1,0
2650,1,1,1,0,0
26503,1,0,0,1,1
2651,0,1,1,0,1
2653,1,1,0,1,0
266722,1,0,0,0,1
266740,1,1,0,0,1
267020,0,1,0,1,0
2673,0,0,1,1,0
2678,0,1,1,1,1
2679,1,1,0,0,0
2683,1,0,0,0,1
2686,0,1,1,0,0
2687,1,1,0,1,0
26873,0,1,0,0,0
270,1,0,0,1,1
27010,1,0,0,0,1
27034,0,0,1,1,1
27068,1,1,1,1,1
27087,1,1,0,1,1
27089,0,1,0,0,1
27090,1,0,1,0,1
271,1,1,1,1,1
2710,1,1,1,0,1
27109,0,0,1,0,1
27115,1,1,0,0,0
2712,1,1,0,0,0
27124,0,1,1,1,1
2713,0,0,1,1,0
27159,1,1,1,1,1
27165,1,1,1,0,0
2717,1,0,1,0,1
272,1,1,1,0,0
2720,1,1,0,0,0
27232,0,0,1,1,0
27235,1,1,0,0,1
27284,0,0,1,0,1
2729,0,0,1,1,1
2730,1,0,0,1,1
27306,1,1,0,1,0
2731,1,0,1,0,1
2739,0,0,0,1,1
27430,0,1,1,0,1
2744,1,0,0,0,1
2745,1,0,1,0,0
2746,1,1,1,0,0
2747,1,1,0,0,1
275,0,1,0,1,1
2752,1,0,0,0,1
276,1,1,1,0,1
2760,1,1,0,1,0
2762,0,0,1,1,0
2766,1,0,0,0,1
277,0,1,1,1,0
278,1,1,0,0,1
279,1,1,1,0,0
2799,0,0,0,1,0
28,0,1,0,1,1
280,1,0,0,1,1
2805,1,1,1,0,1
2806,1,1,1,1,0
2819,0,1,1,0,0
2820,0,1,1,0,0
2821,0,1,1,0,0
28231,0,0,1,1,1
28232,1,1,1,0,0
28234,1,1,0,0,0
283208,1,0,0,0,0
283209,0,1,0,0,1
283358,0,1,1,1,0
283985,1,1,1,0,0
284004,1,0,1,1,0
284098,1,0,0,0,1
284111,1,1,0,0,1
284129,0,1,1,0,0
284273,1,1,0,1,1
285440,1,1,0,0,1
286016,0,1,1,0,0
286297,0,1,1,0,0
286410,0,1,1,0,0
2875,1,1,0,0,1
2876,1,0,1,1,1
2877,0,1,1,0,0
2878,1,0,0,0,1
2879,0,0,1,1,0
2880,0,0,0,1,1
2882,0,1,1,0,0
28965,1,0,0,0,1
28972,1,0,1,0,0
28976,1,0,0,1,1
28982,0,1,1,1,0
290,0,0,1,1,1
29072,0,1,0,1,0
29085,1,1,0,1,0
291,1,1,0,1,1
29124,1,0,1,0,1
292,1,1,1,1,0
293,1,1,1,0,1
2936,0,0,0,1,1
2937,1,0,0,0,1
2944,1,1,0,1,1
2946,1,1,1,0,0
2954,1,1,1,1,1
2974,1,0,0,1,1
2977,1,0,0,0,1
2978,0,0,1,1,0
29785,0,0,0,1,1
29796,0,1,0,1,1
2982,0,0,1,1,1
2983,1,1,0,0,0
2984,0,1,1,1,0
2986,1,1,0,0,1
2987,0,0,0,1,1
29880,1,1,0,1,0
29881,0,1,1,0,0
2990,0,1,0,1,1
29906,1,1,1,0,0
2992,0,1,0,1,1
29920,0,0,0,1,1
29922,1,1,1,1,1
29925,1,0,0,1,1
29926,0,0,1,1,1
29956,0,0,1,1,1
29958,1,1,0,0,1
29968,1,1,0,0,1
2997,1,0,1,0,1
2998,1,0,1,1,0
29988,0,1,1,0,0
30,0,0,1,1,1
3000,1,0,0,1,1
30061,0,1,1,0,0
3028,1,0,1,1,0
3029,0,0,0,1,1
3030,1,1,1,0,0
3032,1,0,0,1,1
3033,0,1,0,0,1
3034,0,1,1,0,0
3036,0,1,0,1,0
3037,1,0,0,1,1
3038,1,0,1,0,1
3067,0,0,0,1,0
3069,0,0,1,1,1
3073,0,1,1,1,0
3074,0,0,1,1,1
3081,0,1,0,0,0
30814,1,0,1,0,1
30815,0,0,1,0,1
30833,0,1,0,1,0
3098,1,0,1,1,1
3099,0,1,0,1,1
31,1,1,1,1,1
3101,0,0,0,0,1
314,1,1,1,1,0
3141,0,1,0,1,1
3145,0,0,1,1,0
3155,1,1,0,0,0
3156,0,0,1,1,0
3157,0,0,1,1,0
3158,0,0,0,0,1
316,1,1,1,1,0
3162,0,1,1,0,0
3163,0,0,1,1,1
3176,0,1,0,0,0
3177,1,1,0,1,0
32,1,0,0,1,1
3242,0,1,1,1,1
3248,0,0,0,1,1
3251,1,0,0,0,1
3283,0,0,1,1,1
3284,1,0,0,1,0
3290,1,1,1,1,1
3291,1,1,1,0,1
3292,1,1,1,1,0
3293,0,1,1,0,0
3294,1,0,1,1,0
3295,0,1,1,0,0
33,1,0,1,0,1
3340,1,0,1,0,1
337876,1,0,1,0,1
338707,0,1,1,0,1
339221,0,0,0,1,1
34,1,0,0,1,1
340024,0,1,1,1,0
340485,0,1,0,1,1
340811,1,0,1,1,0
341392,0,1,0,1,1
3417,0,0,1,0,1
3418,1,0,0,1,0
3419,1,0,0,1,0
341947,0,0,1,1,1
3420,0,1,1,1,1
3421,1,1,1,1,0
3422,1,1,1,1,0
3423,1,1,0,0,1
3425,0,1,1,0,1
343,1,0,0,1,0
344967,1,0,1,0,1
345274,0,1,0,1,1
347734,1,1,0,1,0
348158,1,1,0,1,0
348932,1,0,1,1,0
349565,1,1,1,1,0
35,1,1,1,0,0
353,1,1,0,0,0
358,0,0,1,1,0
359,1,1,0,0,0
36,0,0,1,1,1
360,1,1,1,0,0
360203,0,1,1,0,1
361,0,0,0,1,1
3612,1,0,0,0,1
3613,1,1,0,0,0
3614,1,1,1,0,1
3615,1,1,0,0,0
362,0,1,1,0,0
3620,0,1,0,1,0
3628,0,1,1,1,0
3631,0,1,1,1,1
3632,1,1,1,0,0
3633,1,0,1,0,1
3635,0,1,1,1,1
3636,1,1,0,1,0
364,0,1,1,1,0
3658,0,1,1,0,0
366,1,0,1,0,1
37,0,1,0,1,1
3703,1,1,0,0,1
3704,1,1,1,0,0
3705,0,1,1,0,1
3706,0,0,1,1,1
3707,1,1,0,0,1
3712,1,1,0,0,1
374291,0,1,0,0,1
374462,1,0,0,1,1
374569,1,0,0,0,1
374875,1,0,1,1,0
374907,1,1,0,1,0
375056,0,0,0,1,1
3764,1,0,1,1,0
376497,1,1,0,1,1
3767,1,1,0,1,0
377677,0,1,1,1,0
377841,1,0,1,1,1
3795,1,1,1,1,1
38,1,0,1,1,1
383,0,0,0,1,1
384,1,0,1,0,1
386757,1,1,0,0,1
387775,1,1,0,1,0
387893,0,0,1,0,1
389015,1,0,0,0,1
39,0,1,1,1,0
3906,1,0,1,1,0
390928,1,0,0,1,0
3930,1,1,1,0,0
3931,1,0,1,0,1
3938,1,0,1,1,0
3939,1,0,1,0,1
3945,0,1,0,1,1
3948,0,1,1,0,1
3988,0,0,1,1,0
3990,1,0,1,1,0
3991,1,1,0,1,0
3992,1,1,0,0,1
3995,0,1,1,1,0
401494,0,1,1,1,0
4017,0,0,0,1,1
4023,0,1,1,0,1
4025,0,0,1,1,0
403313,0,1,0,1,1
4047,0,1,1,0,1
4048,1,1,0,1,0
4051,1,0,0,0,1
4056,0,1,1,1,1
410,1,0,1,0,1
411,1,1,0,1,1
412,0,1,1,1,0
4125,1,1,1,1,0
4126,1,1,1,0,0
4128,0,1,1,1,1
4129,1,0,1,1,1
4143,0,1,0,1,0
4144,1,0,0,1,0
4166,1,0,0,0,1
4190,0,0,1,0,1
4191,0,1,1,1,0
4199,0,1,0,0,1
4200,1,0,0,1,0
4249,0,1,0,1,0
4258,1,0,1,0,1
4259,1,0,1,1,0
427,1,1,1,1,1
4284,1,0,0,0,1
4297,0,1,0,0,1
43,1,0,1,1,1
4329,1,1,0,1,0
435,0,0,1,0,0
4351,1,1,0,0,0
4353,1,1,0,0,0
4357,1,1,1,0,0
4363,0,1,1,1,1
438,1,0,1,1,0
440,1,1,1,1,1
441024,0,0,1,1,0
441282,0,1,0,1,1
443,1,0,1,1,1
445,1,1,1,1,1
4507,1,1,1,0,1
4512,1,1,1,0,0
4513,1,1,0,0,1
4514,1,0,1,1,0
4519,1,0,0,1,0
4522,0,0,0,1,1
4524,1,0,0,1,1
4535,1,1,0,0,1
4536,1,1,1,0,0
4537,1,1,0,1,0
4538,1,0,1,0,1
4539,1,0,1,0,1
4540,1,0,0,1,1
4541,0,1,0,1,1
4548,1,0,1,0,1
4594,0,1,1,1,0
4597,1,1,0,0,1
4598,1,1,0,1,0
4645,0,1,1,1,0
4668,1,1,1,0,1
4669,1,0,1,1,0
4694,1,0,0,1,0
4695,0,1,1,1,0
4696,0,0,1,0,1
4697,1,1,0,1,0
4698,0,1,0,1,1
47,1,1,1,1,0
4700,0,1,1,1,0
4701,0,1,1,0,1
4702,0,0,1,1,1
4704,1,1,0,0,0
4705,1,0,1,1,0
4706,0,1,1,1,0
4707,1,1,0,1,0
4708,1,0,0,1,1
4709,1,0,0,1,0
471,0,1,0,0,0
4710,0,1,0,0,1
4711,0,0,1,1,1
4712,1,1,1,1,0
4713,1,1,0,0,1
4714,1,0,0,0,1
4715,1,0,0,1,1
4716,1,0,1,0,1
4717,0,1,1,0,1
4718,0,1,0,1,0
4719,1,1,1,0,0
4720,1,1,0,0,1
4722,1,0,1,1,0
4723,1,0,1,1,0
4724,1,0,0,1,1
4725,0,1,0,1,1
4726,1,0,1,0,0
4728,1,0,1,0,0
4729,0,0,1,1,1
4731,1,1,1,0,0
4758,0,0,1,1,0
4759,1,0,1,1,0
476,1,1,0,1,0
477,1,0,1,1,0
478,0,1,1,0,1
48,1,1,1,1,0
480,0,1,1,0,1
481,1,1,0,1,0
482,1,0,1,1,0
483,1,0,1,0,1
4830,1,1,1,1,1
4831,1,1,1,1,0
4832,1,1,1,0,1
4833,1,1,1,1,0
4837,1,0,1,0,0
4842,0,1,0,0,1
4843,1,1,1,1,0
4846,0,0,1,0,1
4860,1,0,0,1,0
4864,1,0,0,1,1
4881,0,0,1,1,1
4882,1,1,1,0,0
4891,1,1,0,0,1
490,1,1,0,0,0
4905,1,0,0,1,0
4907,0,1,0,0,1
491,1,0,0,0,1
492,0,0,0,1,1
493,0,1,1,0,0
493869,1,1,0,1,0
4942,0,0,1,0,0
495,0,0,0,0,1
4952,1,1,1,1,1
4953,0,0,0,1,1
496,1,0,0,0,0
4967,1,1,1,1,1
498,1,1,1,1,0
50,1,1,1,0,1
5009,0,0,0,0,1
501,1,1,0,0,1
5019,1,0,0,0,0
5033,0,0,1,0,1
5048,0,1,0,1,1
50484,1,0,0,0,1
50487,1,0,1,1,0
5049,0,1,1,0,1
5050,1,0,1,1,0
50506,0,1,0,1,0
5051,1,1,0,1,0
50515,1,1,1,0,0
5052,1,1,0,1,1
5053,1,1,0,1,1
506,0,1,0,1,1
50614,1,0,1,1,1
50617,1,1,1,1,1
50700,0,0,1,0,1
50808,1,0,1,0,1
50814,1,1,0,0,0
509,1,1,1,1,1
5091,1,1,1,0,0
5092,1,1,0,1,1
50940,0,1,1,0,0
51,1,1,1,1,1
51004,0,1,1,1,1
51005,1,0,0,0,0
51022,1,1,1,1,1
5105,0,1,1,0,1
51056,0,0,1,1,0
5106,1,0,1,1,0
51071,1,1,1,0,0
51079,0,1,1,0,1
51086,1,1,0,1,0
51099,1,1,0,1,0
51102,1,0,1,1,0
51109,1,1,0,0,1
51111,0,0,1,0,1
51144,1,1,0,0,1
51146,1,0,1,1,0
51166,1,1,1,1,1
51170,1,1,1,0,0
51171,0,1,1,0,1
51179,1,1,1,0,0
51181,0,1,1,0,0
51196,0,1,0,0,1
51205,0,1,1,1,0
51227,1,1,1,1,1
51228,0,1,1,0,1
51251,0,1,1,0,0
51268,1,1,0,1,0
51292,0,0,0,1,1
513,0,1,1,0,1
5130,1,1,0,1,1
51301,0,1,1,1,0
51302,0,1,1,0,0
51312,1,0,1,0,0
5136,1,0,1,1,1
5137,0,1,1,1,0
5138,0,1,1,0,0
51380,1,1,1,1,0
51382,1,1,0,1,1
5139,1,1,0,0,1
514,1,1,1,1,0
5140,1,1,0,1,1
5141,1,1,0,0,0
5142,1,1,1,0,0
5143,1,1,0,0,1
5144,0,0,1,1,1
51447,1,1,1,1,1
5145,1,1,0,0,0
51458,0,0,1,1,1
5146,0,0,0,1,1
5147,0,1,1,0,1
51477,1,1,1,0,0
51478,0,1,0,1,1
5148,1,0,1,1,0
5149,0,0,1,1,0
51495,1,0,1,0,1
51496,0,0,1,1,1
515,1,1,1,1,1
5150,1,1,1,1,1
5151,1,1,1,1,1
5152,1,1,1,1,1
5153,0,0,1,1,1
51557,1,1,0,0,0
51559,1,1,0,0,1
5158,0,1,1,0,0
516,1,0,1,1,1
5160,0,1,0,1,1
51604,0,1,1,0,1
51606,1,1,1,1,1
5161,1,1,0,1,0
5162,0,1,1,0,1
51660,0,1,1,0,0
5167,1,1,0,0,1
5168,1,1,0,1,0
5169,1,1,1,0,0
517,0,1,1,0,1
