Var1,Gene_matrix1,Gene_matrix2,Gene_matrix3,Gene_matrix4,Gene_matrix5
28976,1,0,1,1,0
28982,0,0,1,0,1
290,1,0,0,1,1
29072,1,0,1,0,0
29085,0,0,1,1,0
291,1,0,0,1,0
29124,1,1,1,1,0
292,1,0,1,0,0
293,0,1,0,0,1
2936,0,1,1,1,0
2937,1,0,1,0,1
2944,1,1,1,0,1
2946,0,0,1,1,0
2954,1,1,1,1,1
2974,0,1,1,1,1
2977,1,0,1,1,1
2978,0,0,1,0,1
29785,1,0,0,0,1
29796,1,1,1,1,0
2982,1,1,1,1,0
2983,1,1,0,1,1
2984,1,1,1,0,1
2986,1,0,1,1,1
2987,1,1,0,0,1
29880,0,1,1,0,0
29881,1,0,1,0,1
2990,1,0,1,0,1
29906,0,1,0,1,1
2992,1,1,1,1,0
29920,1,0,0,0,1
29922,1,1,1,1,0
29925,1,0,1,0,1
29926,0,1,0,1,1
29956,1,0,0,1,0
29958,0,1,0,0,1
29968,1,1,1,1,1
2997,1,1,1,1,0
2998,1,1,0,0,1
29988,1,1,0,0,1
30,0,1,0,0,1
3000,0,1,1,1,1
30061,0,1,1,0,0
3028,1,0,1,0,1
3029,0,1,0,1,0
3030,0,0,1,0,1
3032,1,0,1,0,0
3033,1,1,0,1,0
3034,1,0,0,1,0
3036,1,0,1,1,0
3037,1,0,1,0,1
3038,0,1,1,1,1
3067,0,1,1,0,0
3069,1,0,1,1,0
3073,1,0,0,1,1
3074,1,1,0,0,1
3081,1,0,1,0,1
30814,0,0,0,1,1
30815,1,1,0,1,0
30833,1,1,1,0,0
3098,1,1,1,1,1
3099,1,1,1,0,0
31,1,1,1,1,1
3101,1,1,0,1,0
314,1,0,1,1,1
3141,1,1,0,1,1
3145,1,1,0,1,0
3155,1,0,0,1,1
3156,0,0,0,1,1
3157,1,1,1,1,0
3158,0,0,1,1,1
316,1,0,1,0,0
3162,1,1,1,0,0
3163,0,1,1,1,0
3176,0,1,1,0,0
3177,1,1,0,1,0
32,1,0,1,0,0
3242,1,0,0,0,1
3248,0,1,1,0,1
3251,1,1,0,0,0
3283,0,1,0,1,1
3284,1,0,1,0,1
3290,1,1,1,1,1
3291,1,1,0,1,1
3292,1,1,1,0,1
3293,0,1,1,0,1
3294,0,1,1,0,1
3295,0,1,1,1,1
33,1,1,0,1,0
3340,1,0,1,1,0
337876,1,1,1,0,0
338707,1,0,0,1,0
339221,1,0,0,1,1
34,1,1,1,0,0
340024,1,0,1,1,1
340485,1,1,0,0,0
340811,0,0,1,0,1
341392,0,1,1,1,0
3417,0,1,1,0,1
3418,1,0,1,1,0
3419,1,0,1,0,0
341947,1,0,0,1,0
3420,1,1,0,1,1
3421,1,0,1,1,1
3422,1,0,1,0,1
3423,1,1,1,1,0
3425,0,1,0,1,1
343,1,1,1,1,0
344967,0,0,1,1,1
345274,1,0,1,1,0
347734,1,1,0,0,1
348158,1,0,1,0,1
348932,0,1,0,1,0
349565,1,0,0,0,1
35,1,0,1,0,1
353,0,1,1,0,0
358,1,0,0,1,0
359,0,1,0,1,1
36,1,1,0,1,1
360,0,1,0,1,1
360203,1,0,0,1,0
361,0,1,0,0,1
3612,0,1,1,0,1
3613,1,0,1,1,0
3614,1,1,1,0,1
3615,1,1,0,1,0
362,1,0,1,0,1
3620,1,1,0,0,1
3628,1,0,0,1,0
3631,1,1,1,1,1
3632,0,0,1,0,1
3633,1,1,1,0,0
3635,1,1,1,1,0
3636,0,1,1,1,0
364,1,0,1,0,1
3658,1,0,1,0,1
366,1,1,1,0,0
37,1,0,1,0,1
3703,1,0,1,0,0
3704,1,1,1,0,1
3705,0,1,1,0,1
3706,0,1,0,0,1
3707,0,1,0,1,1
3712,0,1,0,1,1
374291,1,0,1,1,0
374462,1,0,1,0,1
374569,1,0,1,0,0
374875,0,0,1,0,1
374907,1,1,0,1,0
375056,0,1,0,0,1
3764,1,1,0,1,0
376497,1,1,1,1,1
3767,0,1,0,1,1
377677,0,0,0,1,1
377841,0,0,1,0,1
3795,1,1,1,1,0
38,0,1,0,0,1
383,0,1,0,0,1
384,1,1,1,0,1
386757,1,0,1,0,1
387775,1,0,0,1,0
387893,0,1,0,1,0
389015,1,1,1,0,0
39,1,0,0,1,0
3906,0,1,0,1,1
390928,1,0,0,0,1
3930,1,1,0,1,0
3931,0,0,1,0,1
3938,1,0,1,0,0
3939,0,0,1,0,1
3945,0,1,0,1,0
3948,1,1,0,0,1
3988,1,0,1,0,1
3990,1,1,0,1,1
3991,0,0,1,0,1
3992,0,1,1,1,0
3995,1,0,0,1,0
401494,1,1,0,1,0
4017,1,0,0,1,1
4023,1,0,1,1,1
4025,0,0,1,1,1
403313,1,0,1,1,0
4047,1,0,1,1,1
4048,0,1,1,1,0
4051,1,0,0,1,1
4056,1,1,1,1,1
410,1,1,1,0,1
411,1,1,0,0,1
412,1,0,1,0,1
4125,1,0,1,0,0
4126,1,1,0,1,0
4128,1,0,0,0,1
4129,1,1,0,0,0
4143,1,1,0,0,0
4144,0,0,1,1,1
4166,1,1,0,0,0
4190,1,1,1,0,0
4191,1,1,0,0,1
4199,0,0,1,1,1
4200,0,1,1,1,0
4249,1,0,1,0,0
4258,1,1,1,0,0
4259,1,0,0,1,1
427,1,1,1,1,1
4284,1,0,1,0,0
4297,0,0,1,1,0
43,1,1,1,0,1
4329,0,0,1,0,1
435,0,0,1,0,1
4351,0,1,0,1,0
4353,1,1,1,0,0
4357,1,0,0,1,1
4363,0,1,0,1,0
438,1,0,1,1,0
440,1,1,1,1,1
441024,1,0,0,1,1
441282,1,0,0,1,0
443,0,1,1,0,1
445,1,1,1,1,1
4507,0,1,0,1,1
4512,0,1,0,1,0
4513,1,0,1,1,0
4514,1,1,0,1,0
4519,1,0,0,0,1
4522,0,1,1,1,0
4524,1,0,0,0,1
4535,1,0,1,0,0
4536,1,0,1,1,0
4537,1,0,1,0,1
4538,0,1,0,1,1
4539,0,1,0,1,1
4540,0,1,0,0,1
4541,1,0,1,1,0
4548,1,1,0,0,1
4594,1,1,0,1,0
4597,0,1,0,0,1
4598,1,1,1,0,1
4645,0,1,1,0,1
4668,0,1,0,1,1
4669,1,1,0,1,0
4694,0,1,1,0,1
4695,0,1,0,1,1
4696,1,1,0,1,0
4697,1,0,1,0,1
4698,1,0,1,1,0
47,1,1,1,1,1
4700,1,0,1,0,1
4701,1,1,0,1,0
4702,1,0,1,0,0
4704,1,0,1,1,0
4705,0,1,1,0,1
4706,0,0,1,0,1
4707,1,0,1,0,1
4708,0,1,0,0,1
4709,0,1,1,0,1
471,0,1,0,1,0
4710,1,0,1,1,0
4711,1,0,1,0,1
4712,1,0,1,0,1
4713,0,1,1,0,1
4714,0,1,1,0,1
4715,0,1,1,0,1
4716,0,1,0,1,1
4717,1,1,0,1,0
4718,1,0,1,0,1
4719,0,1,0,1,1
4720,1,0,1,1,0
4722,0,1,1,0,1
4723,0,1,1,0,1
4724,1,1,0,1,0
4725,1,0,1,1,0
4726,0,1,0,1,1
4728,0,1,0,1,1
4729,1,0,0,1,0
4731,0,1,0,1,0
4758,1,1,0,1,0
4759,1,1,0,0,1
476,0,0,1,1,0
477,1,0,0,0,1
478,0,1,0,1,1
48,1,0,1,1,1
480,0,0,0,1,1
481,1,0,1,1,0
482,1,0,0,0,1
483,0,1,1,0,0
4830,1,0,1,1,1
4831,0,0,1,0,1
4832,0,1,0,1,0
4833,1,0,0,1,1
4837,1,0,1,0,1
4842,0,1,0,1,1
4843,1,1,1,1,1
4846,0,1,1,0,1
4860,1,0,1,1,0
4864,0,1,0,1,1
4881,1,1,1,1,0
4882,1,1,1,1,1
4891,1,1,0,0,0
490,1,1,1,1,0
4905,1,1,0,1,0
4907,1,0,0,1,1
491,1,1,1,0,1
492,1,1,0,1,1
493,0,1,1,1,1
493869,0,1,1,0,1
4942,1,1,1,0,1
495,0,0,1,1,0
4952,1,0,1,1,1
4953,1,0,0,0,1
496,1,0,0,1,1
4967,1,0,0,1,1
498,1,1,1,1,1
50,0,1,1,1,1
5009,0,1,1,1,0
501,1,1,1,0,1
5019,0,0,1,1,1
5033,0,0,0,1,1
5048,0,0,1,1,1
50484,1,1,0,1,0
50487,1,0,0,1,1
5049,1,1,1,0,0
5050,0,1,1,1,0
50506,1,1,0,1,1
5051,1,1,0,0,1
50515,1,1,1,0,0
5052,1,1,1,1,1
5053,1,1,1,1,0
506,1,1,0,0,1
50614,0,1,0,0,1
50617,1,1,1,1,1
50700,1,1,1,0,0
50808,1,0,1,0,1
50814,1,1,1,1,0
509,1,1,1,0,1
5091,1,1,1,1,1
5092,1,1,1,1,1
50940,1,1,0,0,0
51,1,1,1,1,1
51004,1,1,1,1,1
51005,1,0,1,0,0
51022,0,1,1,1,0
5105,1,1,0,0,0
51056,0,0,1,1,0
5106,0,1,1,0,0
51071,1,0,1,0,0
51079,1,1,0,1,0
51086,1,0,0,1,1
51099,1,0,0,1,1
51102,0,1,0,1,1
51109,0,0,1,0,1
51111,1,1,0,0,0
51144,1,1,1,0,0
51146,1,0,1,0,1
51166,1,1,1,1,0
51170,0,1,1,1,0
51171,1,1,0,1,0
51179,1,1,0,1,1
51181,1,0,1,1,0
51196,0,1,1,0,1
51205,1,1,1,1,0
51227,1,1,1,1,1
51228,1,1,0,1,0
51251,0,0,1,0,0
51268,0,1,1,1,1
51292,1,0,1,0,1
513,1,1,1,0,1
5130,0,1,0,1,1
51301,0,1,1,0,1
51302,1,1,0,0,0
51312,1,0,0,0,1
5136,0,1,1,1,1
5137,0,1,1,0,0
5138,1,1,0,0,0
51380,0,0,0,1,1
51382,1,0,1,1,0
5139,0,0,1,1,1
514,1,1,0,1,0
5140,1,0,0,1,1
5141,1,0,0,0,1
5142,1,0,0,1,1
5143,1,0,1,0,1
5144,0,0,1,1,0
51447,1,1,1,1,1
5145,1,0,0,0,1
51458,0,0,0,1,1
5146,0,0,1,1,0
5147,1,1,0,0,0
51477,1,0,1,0,1
51478,1,0,1,1,0
5148,0,1,1,0,0
5149,0,1,1,0,0
51495,1,0,1,1,0
51496,0,1,0,1,1
515,1,1,1,0,0
5150,1,1,0,1,0
5151,1,1,1,1,1
5152,1,1,1,1,1
5153,1,1,1,0,0
51557,0,1,0,1,0
51559,1,1,1,0,0
5158,1,1,0,0,0
516,1,1,1,1,1
5160,0,0,1,1,0
51604,0,1,0,1,1
51606,1,1,1,1,1
5161,1,0,0,0,1
5162,1,1,0,0,0
51660,0,0,1,1,0
5167,1,0,0,1,1
5168,0,1,1,0,1
5169,1,1,0,0,1
517,1,1,1,0,1
