EnsemblGeneID,GeneID,Var1,RHC3555__Bcell__#7DEA7B,RHC3557__Bcell__#7DEA7B,RHC3562__Bcell__#7DEA7B,RHC3594__Bcell__#7DEA7B,RHC3596__Bcell__#7DEA7B,RHC3600__Bcell__#7DEA7B,RHC3602__Bcell__#7DEA7B,RHC3633__Bcell__#7DEA7B,RHC4079__Fibroblast__#FB4E09,RHL2786__Bcell__#7DEA7B
ENSG00000002330,572,chr11:64037301-64056972_BAD_ENSG00000002330.9,295.221,0,0,0,0,0,0,0,0,0
ENSG00000002549,51056,chr4:17578814-17616194_LAP3_ENSG00000002549.8,0,0,2.46983,63.989,305.569,4.67286,5.22049,0,0,0
ENSG00000002586,4267,chrX:2609219-2659350_CD99_ENSG00000002586.13,7.08774,0,0,0,3.21489,0,0,0,7.8966,0
ENSG00000002587,9957,chr4:11394773-11431389_HS3ST1_ENSG00000002587.5,0,0,0,0,0,0,0,0,0,0
ENSG00000002726,26,chr7:150521714-150558592_AOC1_ENSG00000002726.15,0,6.85914,0,0,7.55159,0,0,0,0,0
ENSG00000002745,51384,chr7:120965420-120981158_WNT16_ENSG00000002745.8,0,0,0,0,0,0,0,0,0,0
ENSG00000002746,23072,chr7:43152197-43605600_HECW1_ENSG00000002746.10,0,0,0,0,0,0,0,0,0,0
ENSG00000002822,8379,chr7:1855428-2272878_MAD1L1_ENSG00000002822.11,0,42.6831,0,0,0,0,0,0,0,0
ENSG00000002834,3927,chr17:37026111-37078023_LASP1_ENSG00000002834.13,0,18.4256,0,0.510994,0,0,0.285729,0,0,1.68869
ENSG00000002919,29916,chr17:46180718-46200436_SNX11_ENSG00000002919.10,0,0,0,0,0,0,0,0,0,0
ENSG00000002933,55365,chr7:150488372-150502208_TMEM176A_ENSG00000002933.3,0,924.986,0,0,0,0,1.6241,0,0,0
ENSG00000003056,4074,chr12:9066491-9102551_M6PR_ENSG00000003056.3,0,8.57109,0,0,101.822,0,0,0,39.3529,12.383
ENSG00000003096,90293,chrX:117031775-117251303_KLHL13_ENSG00000003096.9,0,0,0,0,0,0.0955645,0,0,0,0
ENSG00000003137,56603,chr2:72356366-72375167_CYP26B1_ENSG00000003137.4,0,0,0,0,0,0,0,0,0,0
ENSG00000003147,3382,chr7:8152813-8384146_ICA1_ENSG00000003147.13,0,2.52217,0,4.88125,0,0,0,0,0,0
ENSG00000003249,79007,chr16:90071272-90114181_DBNDD1_ENSG00000003249.9,0,0,0,0,0,0,0,0,0,0
ENSG00000003393,57679,chr2:202565276-202645912_ALS2_ENSG00000003393.10,0,0,0,1.47718,0,0,0,0,0,0
ENSG00000003400,843,chr2:202047603-202094129_CASP10_ENSG00000003400.10,0,293.905,0,297.125,3.05643,3.05201,0,0,0,12.0029
ENSG00000003402,8837,chr2:201980826-202041410_CFLAR_ENSG00000003402.15,6.28728,152.832,48.3589,26.2676,9.55087,17.714,0.129243,133.68,0.097842,1233.63
ENSG00000003436,7035,chr2:187866602-188430487_TFPI_ENSG00000003436.10,0,0,0,0,0,0,0,0,456.977,0
ENSG00000003509,55471,chr2:37394962-37551951_NDUFAF7_ENSG00000003509.11,0,0,0,0,0,0,0,0,0,0
ENSG00000003756,10181,chr3:49977439-50226508_RBM5_ENSG00000003756.12,37.4996,276.044,0,56.5394,63.2338,0,9.34808,0,11.9771,0
ENSG00000003987,9108,chr8:17086736-17271037_MTMR7_ENSG00000003987.9,0,0,0,0,0,0,0,0,0,0
ENSG00000003989,6542,chr8:17354596-17428082_SLC7A2_ENSG00000003989.12,0,0,0,0,0,0,0,0,0,0
ENSG00000004059,381,chr7:127220671-127242198_ARF5_ENSG00000004059.6,0,0,0,0,258.399,0,0,0,0,0
ENSG00000004139,23098,chr17:26684603-26734215_SARM1_ENSG00000004139.9,0,0,0,0,0,0,0,0,0,0
ENSG00000004142,26073,chr17:26662627-26684545_POLDIP2_ENSG00000004142.7,0,3.88778,0,0,5.48297,0,0,0,0,0
ENSG00000004399,23129,chr3:129274017-129325661_PLXND1_ENSG00000004399.8,0,0,0,0,0,0,0,0,0,0
ENSG00000004455,204,chr1:33452552-33546597_AK2_ENSG00000004455.12,0,4.41565,28.7791,0,0,0,0,0,4.28335,0
ENSG00000004468,952,chr4:15779897-15854853_CD38_ENSG00000004468.8,76.1333,2.5002,0,532.858,0,44.5676,0.0872771,57.1417,0,11.1846
ENSG00000004478,2288,chr12:2904118-3050306_FKBP4_ENSG00000004478.5,14.7028,693.036,12.3079,0,0.595069,0,0,0,0,0
ENSG00000004487,23028,chr1:23345940-23504301_KDM1A_ENSG00000004487.11,0,19.3412,0.236739,508.325,0,0,0,0,0,108.427
ENSG00000004534,10180,chr3:49977439-50226508_RBM6_ENSG00000004534.10,21.0842,244.591,138.294,184.775,2.13826,1.05294,16.5441,1525.17,200.479,182.187
ENSG00000004660,84254,chr17:3763608-3798185_CAMKK1_ENSG00000004660.10,0,6.81133,0,0,0,0,0,0,0,0
ENSG00000004700,5965,chr12:21590548-21654603_RECQL_ENSG00000004700.11,0,0,0,0,0,0,4.39919,0,1.10251,2.34361
ENSG00000004766,55610,chr7:92861652-92988338_CCDC132_ENSG00000004766.11,0,2.46393,0,5.03058,0,0,0.119521,0,0,0
ENSG00000004776,126393,chr19:36245466-36248980_HSPB6_ENSG00000004776.7,0,0,0,0,0,0,0,0,0,0
ENSG00000004777,115703,chr19:36265433-36279724_ARHGAP33_ENSG00000004777.14,0,0,0,0,0,0,0,0,0,0
ENSG00000004779,4706,chr16:23592322-23607677_NDUFAB1_ENSG00000004779.5,0,0,0,42.2635,19.157,0,0,59.6112,169.795,33.4691
ENSG00000004799,5166,chr7:95212810-95225803_PDK4_ENSG00000004799.7,0,0,0,0,0,0,0,0,0,0
ENSG00000004809,85413,chr6:110745889-110797844_SLC22A16_ENSG00000004809.9,0,0,0,0,0,0,0,0,0,0
ENSG00000004838,51364,chr3:50378536-50384283_ZMYND10_ENSG00000004838.9,0,0,0,0,0,0,1.39341,0,0,0
ENSG00000004846,340273,chr7:20654829-20816658_ABCB5_ENSG00000004846.12,0,0,0,0,0,31.1937,0,0,0,0
ENSG00000004848,170302,chrX:25021810-25034065_ARX_ENSG00000004848.6,0,0,0,0,0,0,0,0,0,0
ENSG00000004864,10165,chr7:95749531-95951459_SLC25A13_ENSG00000004864.9,0,17.0051,0,0,0,0,36.8568,0,0,0
ENSG00000004897,996,chr17:45195068-45266788_CDC27_ENSG00000004897.7,0,63.9462,0,0,0.0646035,1.7458,4.28857,67.7967,0.65797,0
ENSG00000004939,6521,chr17:42325752-42355825_SLC4A1_ENSG00000004939.9,0,0,0,0,0,0,0,0,0,0
ENSG00000004948,799,chr7:93053798-93204042_CALCR_ENSG00000004948.9,0,0,0,0,0,0,0,0,0,0
ENSG00000004961,3052,chrX:11129420-11683821_HCCS_ENSG00000004961.10,0,0,0,0,0,0,0,0,0,0
ENSG00000004975,1856,chr17:7128659-7137864_DVL2_ENSG00000004975.7,0,0,0,0,0,0,0,0,157.466,0
ENSG00000005001,64063,chr16:2902727-2909727_PRSS22_ENSG00000005001.5,0,0,0,0,0,0,0,0,0,0
ENSG00000005007,5976,chr19:18942746-18979045_UPF1_ENSG00000005007.8,0,0,46.5499,0,0,0,0,0,0,0
ENSG00000005020,8935,chr7:26706680-27034858_SKAP2_ENSG00000005020.8,0,0.746885,25.7429,0,0,0,0,0,0,0
ENSG00000005022,292,chrX:118599996-118605282_SLC25A5_ENSG00000005022.5,102.361,11.305,15.841,499.353,506.124,0,0,0.919837,373.883,1152.54
ENSG00000005059,55013,chr4:110481360-110624739_CCDC109B_ENSG00000005059.11,0,0,0,0,0,0,0,0,0,0
ENSG00000005073,3207,chr7:27221128-27233067_HOXA11_ENSG00000005073.5,0,0,0,0,0,0,0,0,0,0
ENSG00000005075,5439,chr7:102105375-102119354_POLR2J_ENSG00000005075.11,99.8842,161.124,115.952,328.041,45.8803,0,0,0,0,0
ENSG00000005100,56919,chr17:5185557-5372380_DHX33_ENSG00000005100.8,0,0,0,0,0,0,0,0,7.2234,0
ENSG00000005102,4222,chr17:41717755-41739322_MEOX1_ENSG00000005102.8,0,0,0,0,0,0,0,0,0,0
ENSG00000005108,221981,chr7:11221358-11871824_THSD7A_ENSG00000005108.11,0,0,0,0,0,0,0,0,0,0
ENSG00000005156,3980,chr17:33254877-33332083_LIG3_ENSG00000005156.7,0,0,0,0,0,0,0,0,0,0
ENSG00000005175,79657,chr12:48057069-48099844_RPAP3_ENSG00000005175.5,3.26331,0,0,0,0,3.26423,0,0,0,0
ENSG00000005187,6296,chr16:20621564-20936328_ACSM3_ENSG00000005187.7,0,0,0,0,0,0,0,0,0,0
ENSG00000005189,81691,chr16:20621564-20936328_AC004381.6_ENSG00000005189.15,0,0,0,0,0,0,0,0,0,0
ENSG00000005194,57019,chr16:57462080-57521239_CIAPIN1_ENSG00000005194.10,0,0,0,0,0,0,0,0,0,0
ENSG00000005206,56928,chr19:2321515-2355099_SPPL2B_ENSG00000005206.12,0,23.8589,0,0,0,0,0,0,0,0
ENSG00000005238,80256,chr9:35104108-35116338_FAM214B_ENSG00000005238.15,0,0,0,0,0,0,0,0,0,0
ENSG00000005243,51226,chr17:46103532-46115392_COPZ2_ENSG00000005243.5,0,0,0,8.04028,0,0,0,0,0,0
ENSG00000005249,5577,chr7:106685093-106802256_PRKAR2B_ENSG00000005249.8,0,2.83225,0,0,0,0,0,0,0,0
ENSG00000005302,10943,chrX:11776277-11793870_MSL3_ENSG00000005302.13,0,0,0,0,0,205.129,180,0,0,0
ENSG00000005339,1387,chr16:3775054-3930727_CREBBP_ENSG00000005339.8,0,0.54027,0,0,0,0,0,0,0,0
ENSG00000005379,9256,chr17:56378591-56494956_BZRAP1_ENSG00000005379.11,0,0,0,0,0,0,0,0,0,0
ENSG00000005381,4353,chr17:56347216-56358296_MPO_ENSG00000005381.6,0,0,0,0,0,0,0,0,0,0
ENSG00000005421,5444,chr7:94926987-95025680_PON1_ENSG00000005421.4,0,0,0,0,0,0,0,0,0,0
ENSG00000005436,6936,chr2:75873908-75938115_GCFC2_ENSG00000005436.9,14.3316,0,0,0,0.0442198,0,0,0.811416,0,0
ENSG00000005448,84058,chr2:74648804-74652882_WDR54_ENSG00000005448.12,0,0,0,10.1614,0,0,0,0,0,0
ENSG00000005469,54677,chr7:86974996-87029111_CROT_ENSG00000005469.7,0,0,0,3.68524,0,0,0,0,0,0
ENSG00000005471,5244,chr7:87031012-87109751_ABCB4_ENSG00000005471.11,0,0,0,0,0,0,0,0,0,0
ENSG00000005483,55904,chr7:104653871-105039755_KMT2E_ENSG00000005483.15,39.2578,272.369,12.1306,0,0.632096,2.71713,216.713,87.0874,5.05956,8.55086
ENSG00000005486,57414,chr7:75471919-75518244_RHBDD2_ENSG00000005486.12,0,0,0,0,0,0,0,0,0,0
ENSG00000005513,30812,chr16:1031807-1036979_SOX8_ENSG00000005513.9,0,0,0,0,0,0,0,0,0,0
ENSG00000005700,25998,chr6:82879699-82957471_IBTK_ENSG00000005700.10,43.8607,0.505927,0,0,3.35999,5.11562,0,0.150247,0,0
ENSG00000005801,7748,chr11:3357950-3400448_ZNF195_ENSG00000005801.12,0,11.2724,0,0,0,0,0.0976464,0,0,0
ENSG00000005810,23077,chr13:77618791-77901185_MYCBP2_ENSG00000005810.13,116.896,0,0,0,0,0,19.8102,0,0.246909,11.6793
ENSG00000005812,26224,chr13:77564794-77601330_FBXL3_ENSG00000005812.6,0,0,0,108.477,0,0,0,0,0,0
ENSG00000005844,3683,chr16:30483978-30534506_ITGAL_ENSG00000005844.13,0,65.0758,0,0,0,0,0,0,0,1.10906
ENSG00000005882,5164,chr17:48172100-48207246_PDK2_ENSG00000005882.7,0,0,0,0,0,0,0,0,0,0
ENSG00000005884,3675,chr17:48133331-48167845_ITGA3_ENSG00000005884.13,0,0,0.259628,0,0.35273,0,0,0,0,0
ENSG00000005889,7543,chrX:24164341-24234372_ZFX_ENSG00000005889.11,0,246.652,56.5785,58.9016,0.394676,0,0,4.2545,3.12765,0
ENSG00000005893,3920,chrX:119561681-119603220_LAMP2_ENSG00000005893.11,37.9805,33.5474,13.8741,0,0,64.1178,0,0,0,0
ENSG00000005961,3674,chr17:42449547-42466873_ITGA2B_ENSG00000005961.13,0,0,0,0,0,0,0,0,0,0
ENSG00000005981,51666,chr7:95107755-95169544_ASB4_ENSG00000005981.8,0,0,0,0,0,0.154203,0,0,0,0
ENSG00000006007,51573,chr16:19513010-19533467_GDE1_ENSG00000006007.7,0,1.72068,0,0,1.88889,0,0,0,0,0
ENSG00000006015,55049,chr19:18682539-18731849_C19orf60_ENSG00000006015.13,0,0,0,0,2.53677,0,0,0,0,0
ENSG00000006016,9244,chr19:18682539-18731849_CRLF1_ENSG00000006016.6,0,0,0,0,0,0,0,0,0,0
ENSG00000006025,114881,chr17:45884737-45899200_OSBPL7_ENSG00000006025.7,0,0,0.661178,0,52.2432,0,0,0,0,0
ENSG00000006042,26022,chr17:31254927-31272124_TMEM98_ENSG00000006042.7,0,3.20249,0,0,0,0,0,0,7.59575,0
ENSG00000006047,51087,chr17:7184985-7197934_YBX2_ENSG00000006047.8,0,0,0,0,0,0,0,0,0,0
ENSG00000006059,3883,chr17:39502343-39507064_KRT33A_ENSG00000006059.3,0,0,0,0,0,0,0,0,0,0
ENSG00000006062,9020,chr17:43268297-43394414_MAP3K14_ENSG00000006062.9,0,0,0,0,0,0,0,204.596,0,0
ENSG00000006071,6833,chr11:17414431-17498449_ABCC8_ENSG00000006071.7,0,0,0,0,0,0,0,0,0,0
ENSG00000006116,10368,chr16:24266873-24374122_CACNG3_ENSG00000006116.3,0,0,0,0,0,0,0,0,0,0
ENSG00000006118,54972,chr11:60680637-60720002_TMEM132A_ENSG00000006118.10,0,0,0,0,0,0,0,0,0,0
ENSG00000006125,163,chr17:33901813-34053436_AP2B1_ENSG00000006125.12,0,4.57907,0,0,4.02206,0,0,0,0,0
ENSG00000006128,6863,chr7:97361219-97369784_TAC1_ENSG00000006128.7,0,0,0,0,0,0,0,0,0,0
ENSG00000006194,10127,chr16:3313742-3368852_ZNF263_ENSG00000006194.6,0,0,0,0,0,0,0,0,0,0
ENSG00000006210,6376,chr16:57406369-57418960_CX3CL1_ENSG00000006210.6,0,0,0,0,0,0,0,0,0,0
ENSG00000006282,64847,chr17:48609903-48633213_SPATA20_ENSG00000006282.15,0,0,0,0,0,0.518719,0,0,0,0
ENSG00000006283,8913,chr17:48633567-48709301_CACNA1G_ENSG00000006283.13,0,0,0,0,0,0,0,0,0,0
ENSG00000006327,51330,chr16:3064712-3072384_TNFRSF12A_ENSG00000006327.9,0,0,0,0,5.46964,0,0,0,0,0
ENSG00000006377,1750,chr7:96584452-96643377_DLX6_ENSG00000006377.9,0,0,0,0,0,0,0,0,0,0
ENSG00000006432,4293,chr14:71189242-71276251_MAP3K9_ENSG00000006432.11,0,0,0,0,0,0,0,0,0,0
ENSG00000006451,5898,chr7:39663081-39747723_RALA_ENSG00000006451.3,0,2.37346,0,0,0,0,0,0,0,2.07436
ENSG00000006453,55971,chr7:97881690-98030380_BAIAP2L1_ENSG00000006453.9,0,22.4129,0,0,0,0,0,0,0,0
ENSG00000006459,80853,chr7:139784545-139876835_JHDM1D_ENSG00000006459.6,0,0,295.503,0,0.0652058,0,0,0,0,0
ENSG00000006468,2115,chr7:13930852-14031050_ETV1_ENSG00000006468.9,0,0,0,0,0,0,0,0,54.8259,0
ENSG00000006530,55750,chr7:141229002-141401953_AGK_ENSG00000006530.11,0,0,0,0,1.50425,0,0,0,4.13551,0
ENSG00000006534,221,chr11:67776047-67797928_ALDH3B1_ENSG00000006534.11,0,6.96537,0,0,0,0,0.111024,0,0,0
ENSG00000006555,55001,chr1:55245384-55266940_TTC22_ENSG00000006555.6,0,0,0,0,0,0,0,0,0,0
ENSG00000006576,57157,chr7:77428121-77586818_PHTF2_ENSG00000006576.12,0,0,0,0,0,0,0,0,0,1.28051
ENSG00000006606,10344,chr7:75398850-75419214_CCL26_ENSG00000006606.4,0,0,0,0,0,0,0,0,0,0
ENSG00000006607,9855,chr2:242295657-242449145_FARP2_ENSG00000006607.9,0,2.95245,0,0.157306,0,0,0,0,0,0
ENSG00000006611,10083,chr11:17515441-17565963_USH1C_ENSG00000006611.11,0,0,0,0,0,0,0,0,0,0
ENSG00000006625,79017,chr7:30536236-30673649_GGCT_ENSG00000006625.13,0,0,0,14.0133,0,0,0,0,0,393.45
ENSG00000006634,10926,chr7:87462882-87538856_DBF4_ENSG00000006634.3,0,44.5118,0,0,0,0.760683,0,0,0,160.483
ENSG00000006638,6915,chr19:3594503-3606838_TBXA2R_ENSG00000006638.7,0,0,0,10.2541,0,0,0,0,0,0
ENSG00000006652,3475,chr7:112063022-112131117_IFRD1_ENSG00000006652.9,8.73174,559.659,0,0,488.104,0,0,0,0,0
ENSG00000006659,56891,chr19:40194945-40200084_LGALS14_ENSG00000006659.8,0,0,0,0,0,0,0,0,0,0
ENSG00000006695,1352,chr17:13972812-14111994_COX10_ENSG00000006695.6,0,0,0,9.55803,1.08913,0,0,0,0,0
ENSG00000006704,9569,chr7:73868119-74016931_GTF2IRD1_ENSG00000006704.6,0,0,0,0,0,0,0,0,33.9358,0
ENSG00000006712,54623,chr19:39876491-39881835_PAF1_ENSG00000006712.10,0,0,0,0,0,0,0,0,0,0
ENSG00000006715,27072,chr7:38762562-38971994_VPS41_ENSG00000006715.11,0,0,0,0.0494449,0,0,0,0,0,0
ENSG00000006740,9912,chr17:12569206-12894960_ARHGAP44_ENSG00000006740.12,0,0,0,0,0,0,0,0,0,0
ENSG00000006744,60528,chr17:12895707-12921504_ELAC2_ENSG00000006744.14,0,0,87.2488,0,0,0,0,0,0,0
ENSG00000006747,85477,chr7:12609750-12693228_SCIN_ENSG00000006747.10,0,0,0,0,0,0,0,0,0,0
ENSG00000006756,414,chrX:2822010-2847392_ARSD_ENSG00000006756.11,0,5.20661,0,0,0,0,0,0,0,1.12114
ENSG00000006757,8228,chrX:7866287-7895780_PNPLA4_ENSG00000006757.7,0,0,0,0,0,23.1964,0,0,0,0
ENSG00000006788,8735,chr17:10195136-10276447_MYH13_ENSG00000006788.8,0,0,0,0,0,0,0,0.163145,0,0
ENSG00000006831,79602,chr12:1797739-1897844_ADIPOR2_ENSG00000006831.9,0,0.83085,0,0,0,0,15.939,0,2.61553,0
ENSG00000006837,51265,chr5:133450401-133706738_CDKL3_ENSG00000006837.7,0,50.3529,0,0,0,0,0,0,0,0
ENSG00000007001,151531,chr2:158733213-158992666_UPP2_ENSG00000007001.8,0,0,0,0,0,0,0,0,0,0
ENSG00000007038,10942,chr16:2867163-2876305_PRSS21_ENSG00000007038.6,0,0,28.5145,0,0,0,0,0,0,0
ENSG00000007047,57787,chr19:45574757-45808541_MARK4_ENSG00000007047.10,0,0,0,0,0,0,0,0,0,0
ENSG00000007062,8842,chr4:15961865-16086001_PROM1_ENSG00000007062.7,0,0,0,0,0,0,0.988557,0,105.849,0
ENSG00000007080,115098,chr19:18043824-18054800_CCDC124_ENSG00000007080.6,0,0,9.82821,0,0,0,0,0,0,0
ENSG00000007129,90273,chr19:42051553-42093197_CEACAM21_ENSG00000007129.13,0,0,0,26.8565,0,0,0,0,0,0
ENSG00000007168,5048,chr17:2496503-2588909_PAFAH1B1_ENSG00000007168.8,0,0,0,46.8319,0,0,0,0,11.8022,12.0112
ENSG00000007171,4843,chr17:26083791-26221778_NOS2_ENSG00000007171.12,0,11.3802,0,0,0,0,0,0,0,0
ENSG00000007174,1770,chr17:11501747-11900827_DNAH9_ENSG00000007174.13,0,0,0,0,0,0,0,0,0,0
ENSG00000007202,9703,chr17:26782769-26972472_KIAA0100_ENSG00000007202.10,0,0.723119,0,0,0,0,0,0,0,3.08584
ENSG00000007216,9058,chr17:26782769-26972472_SLC13A2_ENSG00000007216.10,0,0,0,0,0,0,0,0,0,0
ENSG00000007237,8522,chr17:9813925-10101868_GAS7_ENSG00000007237.14,0,0,0,0,0,0,0,0,0,0
ENSG00000007255,79090,chr19:45574757-45808541_TRAPPC6A_ENSG00000007255.6,0,159.286,0,0,0,0,232.404,0,30.5449,0
ENSG00000007264,4145,chr19:3777970-3802127_MATK_ENSG00000007264.9,0,0,0,0,0,0,0,0,0,0
ENSG00000007306,1087,chr19:42177234-42210895_CEACAM7_ENSG00000007306.10,0,0,0,0,0,0,0,0,0,0
ENSG00000007312,974,chr17:62006099-62009714_CD79B_ENSG00000007312.8,0,0,51.3685,1.88757,0,0,0,0,0,0
ENSG00000007314,6329,chr17:62015913-62050278_SCN4A_ENSG00000007314.7,0,0,0,0,0,0,0,0,0,0
ENSG00000007341,54879,chr1:113009162-113214241_ST7L_ENSG00000007341.14,0,0,0,0,0,0,0,0,0,0
ENSG00000007350,8277,chrX:153524023-153558700_TKTL1_ENSG00000007350.12,0,0,0,0,0,0,0,0,0,0
ENSG00000007372,5080,chr11:31806339-32127301_PAX6_ENSG00000007372.16,0,17.9348,0,0,0,0,0,0,0,0
ENSG00000007376,113000,chr16:834973-850737_RPUSD1_ENSG00000007376.3,0,0,0,0,0,0,0,0,0,0
ENSG00000007384,64285,chr16:108057-126354_RHBDF1_ENSG00000007384.11,0,196.92,0,0,0,0,0,0,0,0
ENSG00000007392,55692,chr16:238967-279462_LUC7L_ENSG00000007392.12,0,91.9962,0,0.902282,15.1807,0,0,0,0,11.0317
ENSG00000007402,9254,chr3:50384760-50541675_CACNA2D2_ENSG00000007402.7,0,0,0,0,0,0,0,0,0,0
ENSG00000007516,8938,chr16:1383601-1401912_BAIAP3_ENSG00000007516.9,0,0,0,0,0,0,0,0,0,0
ENSG00000007520,115939,chr16:1383601-1401912_TSR3_ENSG00000007520.3,0,0,0,0,0,0,0,0,0,0
ENSG00000007541,9091,chr16:616994-634136_PIGQ_ENSG00000007541.10,0,0,0,0,0,0,0,0,0,0
ENSG00000007545,57585,chr16:1662325-1752281_CRAMP1L_ENSG00000007545.11,0,0,0,0,0,0,0,0.472975,0,0
ENSG00000007866,7005,chr6:35441373-35464853_TEAD3_ENSG00000007866.14,0,0,0,0,0,0,0,0,0,0
ENSG00000007908,6401,chr1:169631244-169863408_SELE_ENSG00000007908.11,0,0,0,0,0,0,0,0,0,0
ENSG00000007923,55735,chr1:6684925-6761984_DNAJC11_ENSG00000007923.11,0,0,0,0,0,0,0,0,0,0
ENSG00000007933,2328,chr1:171060017-171086959_FMO3_ENSG00000007933.8,0,0,0,0,0,0,0,0,0,0
ENSG00000007944,29116,chr6:16129355-16148479_MYLIP_ENSG00000007944.10,0,6.7659,0,0,0,0,0,0,0,0
ENSG00000007952,27035,chrX:100098312-100129334_NOX1_ENSG00000007952.13,0,0,0.312042,0,0.605411,0,1.02511,0,0,4.01608
ENSG00000007968,1870,chr1:23832921-23857712_E2F2_ENSG00000007968.6,0,0,0,0,118.952,0,0,0,0,150.384
ENSG00000008018,5689,chr6:170844204-170862429_PSMB1_ENSG00000008018.8,0,0,65.8797,0,684.218,0,52.408,2.62359,0,22.898
ENSG00000008056,6853,chrX:47420515-47479252_SYN1_ENSG00000008056.8,0,0,0,0,0,0,0,0,0,0
ENSG00000008083,3720,chr6:15246526-15522252_JARID2_ENSG00000008083.9,0,0,0,0.328813,0,0,0,0,1.35519,0
ENSG00000008086,6792,chrX:18443702-18690229_CDKL5_ENSG00000008086.6,0,0,0,0,0,0,0,0,0,0
ENSG00000008118,57172,chr1:209757061-209787283_CAMK1G_ENSG00000008118.5,0,0,0,0,0,0,0,0,0,0
ENSG00000008128,728642,chr1:1634168-1677431_CDK11A_ENSG00000008128.18,56.0333,8.82378,0,0,17.8434,0,0.319073,0,0,339.691
ENSG00000008130,65220,chr1:1682670-1711896_NADK_ENSG00000008130.11,0.259362,49.0771,0,35.2374,0,0,0,0,0,0
ENSG00000008196,7021,chr6:50786435-50815326_TFAP2B_ENSG00000008196.8,0,0,0,0,0,0,0,0,0,0
ENSG00000008197,83741,chr6:50681540-50740701_TFAP2D_ENSG00000008197.4,0,0,0,0,0,0,0,0,0,0
ENSG00000008226,9940,chr3:38080695-38178733_DLEC1_ENSG00000008226.15,0,0,0,0,0,0,0,0,0,0
ENSG00000008256,9265,chr7:6201406-6312275_CYTH3_ENSG00000008256.11,0,0,0,0,0,0,0,0,14.7297,0
ENSG00000008277,53616,chr7:87563457-87832204_ADAM22_ENSG00000008277.10,0,0,0,0,0,0,0,0,0,0
ENSG00000008282,6856,chr7:105730948-105753022_SYPL1_ENSG00000008282.3,0,0,0,0,0,0,0,0,5.873,2.88197
ENSG00000008283,1534,chr17:61509664-61523739_CYB561_ENSG00000008283.11,15.4276,1.74637,0,0,0,0,0,0,0,0
