EnsemblGeneID,GeneID,Var1,RHC3869__Epithelial__#2749FE,RHC4746__Epithelial__#2749FE,RHC4760__Epithelial__#2749FE,RHC4761__Epithelial__#2749FE,RHC4763__Epithelial__#2749FE,RHC4767__Macrophage__#FFFF55,RHC4768__Epithelial__#2749FE,RHC4772__Epithelial__#2749FE,RHC4780__Epithelial__#2749FE,RHC4781__Epithelial__#2749FE,RHC4784__Epithelial__#2749FE,RHC4788__Epithelial__#2749FE,RHC4789__Epithelial__#2749FE,RHC4801__Epithelial__#2749FE,RHC4810__Macrophage__#FFFF55,RHC4813__Epithelial__#2749FE,RHC5701__Epithelial__#2749FE,RHC5892__Endothelial__#908DE5
ENSG00000002834,3927,chr17:37026111-37078023_LASP1_ENSG00000002834.13,0,60.0576,0,0,0,3.55915,0.40307,19.3295,8.79588,0,0,71.9406,12.8293,2.59064,0,23.3182,0,0
ENSG00000002919,29916,chr17:46180718-46200436_SNX11_ENSG00000002919.10,0,117.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000002933,55365,chr7:150488372-150502208_TMEM176A_ENSG00000002933.3,1637.45,0,1452.94,0,0,0,0,32.7695,35.0148,2.27588,3.53668,0,0,240.186,0,0,0,63.4105
ENSG00000003056,4074,chr12:9066491-9102551_M6PR_ENSG00000003056.3,112.411,9.62076,0,0,24.3692,35.9224,1631.58,0,22.2828,0.99211,0,0,395.109,28.5738,15.087,0,0,0
ENSG00000003096,90293,chrX:117031775-117251303_KLHL13_ENSG00000003096.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000003137,56603,chr2:72356366-72375167_CYP26B1_ENSG00000003137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8532
ENSG00000003147,3382,chr7:8152813-8384146_ICA1_ENSG00000003147.13,0,140.056,0,0,0,68.2549,1.12727,13.1588,0,1.13741,0,304.333,0,0,0,0,1.61038,99.626
ENSG00000003249,79007,chr16:90071272-90114181_DBNDD1_ENSG00000003249.9,0,0,0,0,0,0,5.66583,6.90431,0,0,0,0,0,0,0,0,0,0
ENSG00000003393,57679,chr2:202565276-202645912_ALS2_ENSG00000003393.10,0,0,0,0,28.626,4.18636,30.0957,0,0,0,0,0,0,10.4588,0,0,0,1.72156
ENSG00000003400,843,chr2:202047603-202094129_CASP10_ENSG00000003400.10,0.35624,0,0,0,0,198.859,12.1122,1.64972,23.6052,15.4387,0,0,709.786,64.0765,0,0,0,24.1108
ENSG00000003402,8837,chr2:201980826-202041410_CFLAR_ENSG00000003402.15,33.5407,4.99599,0.753861,9.76477,38.7522,7.35113,146.036,778.837,145.818,10.4483,7.13856,5.09044,4.86085,145.244,81.6531,1.44847,15.8783,3.61695
ENSG00000003436,7035,chr2:187866602-188430487_TFPI_ENSG00000003436.10,0,0,0,1.08891,0,0,0,0,0,0.137349,0,0,1.18619,0,0,0,0,0
ENSG00000003509,55471,chr2:37394962-37551951_NDUFAF7_ENSG00000003509.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000003756,10181,chr3:49977439-50226508_RBM5_ENSG00000003756.12,0.431804,59.4252,0,0,0,0,0.706122,6.16768,34.0134,63.3429,0,0,0,764.949,0,56.3559,20.6787,0
ENSG00000003987,9108,chr8:17086736-17271037_MTMR7_ENSG00000003987.9,0,0,0,0,340.552,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000003989,6542,chr8:17354596-17428082_SLC7A2_ENSG00000003989.12,0.0846713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8171,0,0
ENSG00000004059,381,chr7:127220671-127242198_ARF5_ENSG00000004059.6,29.9437,0,41.7745,0,0,0,0,0,3.87703,160.515,0,0,2161.8,15.532,409.16,0,0,0
ENSG00000004139,23098,chr17:26684603-26734215_SARM1_ENSG00000004139.9,0,9.91453,0,0,0,0,0,0,0,0,0,19.2525,0,0,0,0,0,0
ENSG00000004142,26073,chr17:26662627-26684545_POLDIP2_ENSG00000004142.7,6.40255,0,1.13035,33.0861,0,0,0,0,8.7783,0,0,3.29966,0,0,1.51775,0,0,1.96549
ENSG00000004399,23129,chr3:129274017-129325661_PLXND1_ENSG00000004399.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.294
ENSG00000004455,204,chr1:33452552-33546597_AK2_ENSG00000004455.12,0.931789,0,11.8395,0,0,48.026,2.80896,7.5852,0.732249,0,0,0,37.0033,0,0,0,0.414254,0.245096
ENSG00000004468,952,chr4:15779897-15854853_CD38_ENSG00000004468.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004478,2288,chr12:2904118-3050306_FKBP4_ENSG00000004478.5,8.0398,29.5948,5.01011,0,0,0,318.668,0,0,0,353.179,0,0,0,0,0,0,0
ENSG00000004487,23028,chr1:23345940-23504301_KDM1A_ENSG00000004487.11,0,0,85.2081,0,0,2.86542,0,18.5194,0.383598,0,0,314.674,3.54514,129.958,0,0,0,7.31399
ENSG00000004534,10180,chr3:49977439-50226508_RBM6_ENSG00000004534.10,9.00144,123.7,4.08121,0,0,0,12.1742,0,0,0,0,28.7623,144.44,47.4633,0,0,0,1.93751
ENSG00000004660,84254,chr17:3763608-3798185_CAMKK1_ENSG00000004660.10,0,0,0,0,2.52597,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004700,5965,chr12:21590548-21654603_RECQL_ENSG00000004700.11,0,31.1248,0,1.54213,0,0,0,0,28.027,0,62.4394,0.985835,0,33.9589,0,0.357649,0,11.3504
ENSG00000004766,55610,chr7:92861652-92988338_CCDC132_ENSG00000004766.11,0,0,0,27.2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004776,126393,chr19:36245466-36248980_HSPB6_ENSG00000004776.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004777,115703,chr19:36265433-36279724_ARHGAP33_ENSG00000004777.14,7.30998,0,0,0,0,0,0,0,0,0,0,0,0,52.6973,0,0,0,0
ENSG00000004779,4706,chr16:23592322-23607677_NDUFAB1_ENSG00000004779.5,789.63,422.36,0,0,0,0,0,87.571,0,0,0,0,0,784.679,56.9686,19.1412,0,107.018
ENSG00000004799,5166,chr7:95212810-95225803_PDK4_ENSG00000004799.7,0,0,0,0,0,0,2.63543,0,0,5.78869,0,0,0,0,0,0,0,0
ENSG00000004809,85413,chr6:110745889-110797844_SLC22A16_ENSG00000004809.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004838,51364,chr3:50378536-50384283_ZMYND10_ENSG00000004838.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004846,340273,chr7:20654829-20816658_ABCB5_ENSG00000004846.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004848,170302,chrX:25021810-25034065_ARX_ENSG00000004848.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52536,439.133
ENSG00000004864,10165,chr7:95749531-95951459_SLC25A13_ENSG00000004864.9,0,0,0,0,0,0,0,183.86,603.453,0,0,0,65.6722,0,1696.69,0,0,0
ENSG00000004897,996,chr17:45195068-45266788_CDC27_ENSG00000004897.7,122.623,0,3.76119,611.362,434.048,0,0,0,0,2.87344,0,0,390.287,580.827,3526.78,0,0,0
ENSG00000004939,6521,chr17:42325752-42355825_SLC4A1_ENSG00000004939.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004948,799,chr7:93053798-93204042_CALCR_ENSG00000004948.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004961,3052,chrX:11129420-11683821_HCCS_ENSG00000004961.10,0,0,0,0,0,0,0,0,17.237,0,0,0,0,0,0,0.418646,0,72.5618
ENSG00000004975,1856,chr17:7128659-7137864_DVL2_ENSG00000004975.7,0,0,0,0,0,0,0,0,0,0,0,87.61,0,0,0,0,0,0
ENSG00000005001,64063,chr16:2902727-2909727_PRSS22_ENSG00000005001.5,0,0,0,0,0,0,0,0,0,7.75797,0,4.54984,0,0,0,0,0,0
ENSG00000005007,5976,chr19:18942746-18979045_UPF1_ENSG00000005007.8,0,0,0,0,0,0,2.38622,0,0,0,0,44.9452,0,0,0,8.67825,0,0
ENSG00000005020,8935,chr7:26706680-27034858_SKAP2_ENSG00000005020.8,83.7752,0,0,0.911669,0,5.56789,11.9583,0,0,0,0,0,0,0,3.64542,0,0,28.3705
ENSG00000005022,292,chrX:118599996-118605282_SLC25A5_ENSG00000005022.5,1.41197,282.851,13.923,0,0,196.301,665.372,351.281,581.68,715.233,0,37.5126,50.0081,383.788,246.548,1012.23,0,10.0369
ENSG00000005059,55013,chr4:110481360-110624739_CCDC109B_ENSG00000005059.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005073,3207,chr7:27221128-27233067_HOXA11_ENSG00000005073.5,25.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005075,5439,chr7:102105375-102119354_POLR2J_ENSG00000005075.11,0,11.0707,0,0,0,0,34.4018,0,248.133,0,0,0,0,0,0,123.576,0,0
ENSG00000005100,56919,chr17:5185557-5372380_DHX33_ENSG00000005100.8,0,0,0,0,0,0,0,42.4362,0,0,0,0,24.8171,2.12948,0,17.5518,0,0
ENSG00000005102,4222,chr17:41717755-41739322_MEOX1_ENSG00000005102.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005108,221981,chr7:11221358-11871824_THSD7A_ENSG00000005108.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33881
ENSG00000005156,3980,chr17:33254877-33332083_LIG3_ENSG00000005156.7,0,0,0,0,0,0,0.865193,0,0,36.0747,0,84.2379,0,0,0,0,0,0
ENSG00000005175,79657,chr12:48057069-48099844_RPAP3_ENSG00000005175.5,123.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005187,6296,chr16:20621564-20936328_ACSM3_ENSG00000005187.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005189,81691,chr16:20621564-20936328_AC004381.6_ENSG00000005189.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005194,57019,chr16:57462080-57521239_CIAPIN1_ENSG00000005194.10,0,0,0,0,0,0,989.796,0,2.42923,0,0,0,0,0,0,591.812,0,0
ENSG00000005206,56928,chr19:2321515-2355099_SPPL2B_ENSG00000005206.12,0,0,0,425.013,0,0,2.61242,0,0,10.2118,0,0,0,4.11221,0,0,0,0
ENSG00000005238,80256,chr9:35104108-35116338_FAM214B_ENSG00000005238.15,0,0,0,0,0,0,25.6062,0,0,0.907745,0,0,0,0,0,0,0,0
ENSG00000005243,51226,chr17:46103532-46115392_COPZ2_ENSG00000005243.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005249,5577,chr7:106685093-106802256_PRKAR2B_ENSG00000005249.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005302,10943,chrX:11776277-11793870_MSL3_ENSG00000005302.13,0,0,0,0,0,2.35542,622.844,0,117.715,23.4936,1726.76,0,0,0,1.80778,0,0,422.739
ENSG00000005339,1387,chr16:3775054-3930727_CREBBP_ENSG00000005339.8,4.78324,0,0,0,782.873,16.4234,0,9.26652,2.12595,0,12.4309,1.8668,0,1.82636,0,0,0,0
ENSG00000005379,9256,chr17:56378591-56494956_BZRAP1_ENSG00000005379.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005381,4353,chr17:56347216-56358296_MPO_ENSG00000005381.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005421,5444,chr7:94926987-95025680_PON1_ENSG00000005421.4,0,0,0,0,0,0,0,89.4396,0,0,0,0,0,0,0,0.997005,0,0
ENSG00000005436,6936,chr2:75873908-75938115_GCFC2_ENSG00000005436.9,0,0,0,0,0,0,5.91962,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005448,84058,chr2:74648804-74652882_WDR54_ENSG00000005448.12,0,0,0,0,0,0,0,0,0,0,0,7.21054,0,0,0,0,6.99342,0
ENSG00000005469,54677,chr7:86974996-87029111_CROT_ENSG00000005469.7,0,0,0,0,0,0,0,0,0,41.7586,0,0,0,0,0,0,0,0
ENSG00000005471,5244,chr7:87031012-87109751_ABCB4_ENSG00000005471.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.15,7.17327
ENSG00000005483,55904,chr7:104653871-105039755_KMT2E_ENSG00000005483.15,61.3906,0,107.43,0,427.949,122.125,946.764,70.8371,38.3478,22.8706,0,0,98.1795,79.3494,0.461975,31.7543,0,27.8923
ENSG00000005486,57414,chr7:75471919-75518244_RHBDD2_ENSG00000005486.12,0,0,0,0,0,0,0,0,25.7621,0,0,1.73665,0,0,0,97.8149,0,0
ENSG00000005513,30812,chr16:1031807-1036979_SOX8_ENSG00000005513.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005700,25998,chr6:82879699-82957471_IBTK_ENSG00000005700.10,0,4.71285,0,0,5.46679,0,22.9047,5.48561,25.4952,142.244,0.842538,67.4612,6.71271,14.6373,0,4.65454,0,34.1131
ENSG00000005801,7748,chr11:3357950-3400448_ZNF195_ENSG00000005801.12,1.64049,46.4719,0,0,6.65997,0,1.3046,0,0,0,0,0,1.89774,46.7227,0,0,0,0
ENSG00000005810,23077,chr13:77618791-77901185_MYCBP2_ENSG00000005810.13,0,1.86789,0,0,39.4066,0,0,0,0,0,0,236.114,254.855,0,0,64.6931,0,0
ENSG00000005812,26224,chr13:77564794-77601330_FBXL3_ENSG00000005812.6,0,0,0,0,0,0,0.311522,0,0,0,0,0,0,17.6756,0,0,0,0
ENSG00000005844,3683,chr16:30483978-30534506_ITGAL_ENSG00000005844.13,0,0,0,0,0,2454.91,0,0,0,0,0,0,0,0,0,0,8.81508,0
ENSG00000005882,5164,chr17:48172100-48207246_PDK2_ENSG00000005882.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005884,3675,chr17:48133331-48167845_ITGA3_ENSG00000005884.13,0,0,0,0,0,8.67746,0,0,0,0,0,0,0,249.745,0,0,0,0
ENSG00000005889,7543,chrX:24164341-24234372_ZFX_ENSG00000005889.11,59.2492,0,0,0,0,0,0,0,5.42466,0.073166,0,0,3.69985,8.86691,0,0,0,0
ENSG00000005893,3920,chrX:119561681-119603220_LAMP2_ENSG00000005893.11,0.136361,0,0,0,0,161.899,14.8854,24.031,30.8154,42.0655,0,1.44615,0,0.852391,0,2.55585,0,0
ENSG00000005961,3674,chr17:42449547-42466873_ITGA2B_ENSG00000005961.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005981,51666,chr7:95107755-95169544_ASB4_ENSG00000005981.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006007,51573,chr16:19513010-19533467_GDE1_ENSG00000006007.7,0,153.223,242.414,0,0,0,5.8377,0,0,0,0,0,3.44443,0,0,0,0,0.292352
ENSG00000006015,55049,chr19:18682539-18731849_C19orf60_ENSG00000006015.13,355.391,0,0,5.56013,338.259,0,47.2167,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006016,9244,chr19:18682539-18731849_CRLF1_ENSG00000006016.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91924
ENSG00000006025,114881,chr17:45884737-45899200_OSBPL7_ENSG00000006025.7,0,0,0,0,0,0,110.109,0,0,0,0,12.9805,0,0,0,0,0,0
ENSG00000006042,26022,chr17:31254927-31272124_TMEM98_ENSG00000006042.7,0,10.8159,0.477781,0,0,0,0,0,1.30561,1.17019,0,0,0,0,189.864,276.636,0,76.7381
ENSG00000006047,51087,chr17:7184985-7197934_YBX2_ENSG00000006047.8,0,0,0,0,0,3.15916,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006059,3883,chr17:39502343-39507064_KRT33A_ENSG00000006059.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006062,9020,chr17:43268297-43394414_MAP3K14_ENSG00000006062.9,0,0,0,0,0,0,0,0,1.08231,0,0,0,34.9703,0,0,0,8.12712,0
ENSG00000006071,6833,chr11:17414431-17498449_ABCC8_ENSG00000006071.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006116,10368,chr16:24266873-24374122_CACNG3_ENSG00000006116.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006118,54972,chr11:60680637-60720002_TMEM132A_ENSG00000006118.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006125,163,chr17:33901813-34053436_AP2B1_ENSG00000006125.12,8.5119,0,0,0,0,1.32656,4.02731,37.9248,56.8854,546.053,0,5.97341,0,22.4836,48.6325,25.6539,0,122.782
ENSG00000006128,6863,chr7:97361219-97369784_TAC1_ENSG00000006128.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006194,10127,chr16:3313742-3368852_ZNF263_ENSG00000006194.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006210,6376,chr16:57406369-57418960_CX3CL1_ENSG00000006210.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006282,64847,chr17:48609903-48633213_SPATA20_ENSG00000006282.15,0,0,1.65259,0,55.1788,0,0,15.0006,89.8946,0,0,0,0,15.8216,0,0,0,0
ENSG00000006283,8913,chr17:48633567-48709301_CACNA1G_ENSG00000006283.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006327,51330,chr16:3064712-3072384_TNFRSF12A_ENSG00000006327.9,0,0,0,0,0,0,9.23665,0,93.7292,0,0,0,0,0,8.88179,1052.51,0,0
ENSG00000006377,1750,chr7:96584452-96643377_DLX6_ENSG00000006377.9,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75845,0,0,0,0
ENSG00000006432,4293,chr14:71189242-71276251_MAP3K9_ENSG00000006432.11,0,0,0,0.569984,0,0,0,0,33.4764,0,0,0,0,0,0,11.5654,0,0
ENSG00000006451,5898,chr7:39663081-39747723_RALA_ENSG00000006451.3,0,41.008,0,0,181.764,0,0,56.42,0,0,0,16.502,0,108.026,0,0,0,0
ENSG00000006453,55971,chr7:97881690-98030380_BAIAP2L1_ENSG00000006453.9,0,0,0,0,68.7672,0,10.7696,33.2959,11.1244,0.313609,0,37.7758,0,0,0,0,0,0.325944
ENSG00000006459,80853,chr7:139784545-139876835_JHDM1D_ENSG00000006459.6,0,1.54809,0,2411.63,0,0,0,0,0,23.9753,0,20.1641,55.0162,90.8901,13.0842,0,0,5.45748
ENSG00000006468,2115,chr7:13930852-14031050_ETV1_ENSG00000006468.9,0,0,0,23.0193,0,0.89087,0,0,0,0,0,0,0,0,0,3.69963,0,0
ENSG00000006530,55750,chr7:141229002-141401953_AGK_ENSG00000006530.11,0.494095,0,0,0,321.223,0,0,2.96389,0,0,0,0,0,0,39.6922,0,0,0
ENSG00000006534,221,chr11:67776047-67797928_ALDH3B1_ENSG00000006534.11,0,38.9903,0,0,0,0,0,49.8712,0,0,0,0,0,0,0,0,0,0
ENSG00000006555,55001,chr1:55245384-55266940_TTC22_ENSG00000006555.6,0,0,0,0,0,5.85963,0,0,103.098,70.4664,0,0,0,0,0,0,0,0
ENSG00000006576,57157,chr7:77428121-77586818_PHTF2_ENSG00000006576.12,0,0,0,0,0,27.1491,0,0,0,0,0,0,232.102,0,0,5.18435,0,0
ENSG00000006606,10344,chr7:75398850-75419214_CCL26_ENSG00000006606.4,0,0,4558.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006607,9855,chr2:242295657-242449145_FARP2_ENSG00000006607.9,1.09341,11.3096,0.664287,2.24529,3.29692,0,78.5597,10.4271,1.49155,0,2.39904,0,0,80.7855,0,577.949,0.456847,0
ENSG00000006611,10083,chr11:17515441-17565963_USH1C_ENSG00000006611.11,0,195.974,0,350.427,0,14.297,350.123,179.892,0,8.64558,0,182.087,0,42.6311,181.449,15.3204,0,46.7015
ENSG00000006625,79017,chr7:30536236-30673649_GGCT_ENSG00000006625.13,165.465,0,0,0,0,17.5667,0,0,54.1013,0,0,0,0,0,0,274.774,0,2.4695
ENSG00000006634,10926,chr7:87462882-87538856_DBF4_ENSG00000006634.3,154.249,0,0,0,0,0,182.937,2.58833,0,0.470562,0,0,5.99412,0,0,55.3151,0,0
ENSG00000006638,6915,chr19:3594503-3606838_TBXA2R_ENSG00000006638.7,5.85739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006652,3475,chr7:112063022-112131117_IFRD1_ENSG00000006652.9,0.625662,35.87,0,0,0,0,225.373,0,15.825,2180,0,109.996,181.446,474.167,91.1342,0.524833,0,0.366041
ENSG00000006659,56891,chr19:40194945-40200084_LGALS14_ENSG00000006659.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006695,1352,chr17:13972812-14111994_COX10_ENSG00000006695.6,0,0,0,0,0,0,77.3253,0,0,0,0,0,4.67421,0,0,8.12242,0,0
ENSG00000006704,9569,chr7:73868119-74016931_GTF2IRD1_ENSG00000006704.6,751.498,0,0,0,48.2227,0,0,0,61.3047,123.586,272.503,0,0,33.6177,0,0,0,0
ENSG00000006712,54623,chr19:39876491-39881835_PAF1_ENSG00000006712.10,0,0,0,0,0,0,0,0,0,11.8503,0,0,8.98481,0,0,8.82101,0,0
ENSG00000006715,27072,chr7:38762562-38971994_VPS41_ENSG00000006715.11,0,0,0,0.719256,0,0,330.501,0,0,239.881,0,0,101.557,0,0,0,0,0.134058
ENSG00000006740,9912,chr17:12569206-12894960_ARHGAP44_ENSG00000006740.12,0,0,0,0,0,0,0,0.836649,0,0,0,0,0,0,0,0,0,0
