EnsemblGeneID,GeneID,Var1,RHC3546__Tcell__#C6E879,RHC4045__MastCell__#E596C5,RHC4053__Tcell__#C6E879,RHC4747__Tcell__#C6E879,RHC4771__Tcell__#C6E879,RHC4776__Tcell__#C6E879,RHC4804__Tcell__#C6E879,RHL2752__Tcell__#C6E879,RHC5620__Tcell__#C6E879,RHC5646__Tcell__#C6E879,RHC5699__Tcell__#C6E879,RHC5702__Tcell__#C6E879,RHC5827__Tcell__#C6E879,RHC5910__Tcell__#C6E879,RHC5982__Tcell__#C6E879,RHC5995__Tcell__#C6E879,RHC6004__Tcell__#C6E879
ENSG00000003987,9108,chr8:17086736-17271037_MTMR7_ENSG00000003987.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000003989,6542,chr8:17354596-17428082_SLC7A2_ENSG00000003989.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004059,381,chr7:127220671-127242198_ARF5_ENSG00000004059.6,0,0,0,297.232,0,0,1159.82,0,6.08386,0,0,0,0,0,3.83338,55.3357,0
ENSG00000004139,23098,chr17:26684603-26734215_SARM1_ENSG00000004139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004142,26073,chr17:26662627-26684545_POLDIP2_ENSG00000004142.7,0,0,244.916,29.0923,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004399,23129,chr3:129274017-129325661_PLXND1_ENSG00000004399.8,0,0,0,0,0,0,0,0,0,0,0,0,6.521,0,0,0,0
ENSG00000004455,204,chr1:33452552-33546597_AK2_ENSG00000004455.12,0,0,0,79.8307,0,0,0,0,38.2772,0,847.445,0,0,0,0,0,0
ENSG00000004468,952,chr4:15779897-15854853_CD38_ENSG00000004468.8,143.508,0,0,108.412,0,0,564.689,0,0,0,0,0,0,0,0,0,47.046
ENSG00000004478,2288,chr12:2904118-3050306_FKBP4_ENSG00000004478.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004487,23028,chr1:23345940-23504301_KDM1A_ENSG00000004487.11,0,0,6.1882,0,0,0,0,1.96302,0,0,0,0,0.174725,0,0,0,0
ENSG00000004534,10180,chr3:49977439-50226508_RBM6_ENSG00000004534.10,19.3803,366.94,0,0,47.5411,25.7669,2.00252,590.966,0,13.0919,1230.51,710.655,1377.01,0,0,0,45.3961
ENSG00000004660,84254,chr17:3763608-3798185_CAMKK1_ENSG00000004660.10,0,0,0,0,0,0,0,0,0,0,0,0,0.828751,0,20.7819,0,0
ENSG00000004700,5965,chr12:21590548-21654603_RECQL_ENSG00000004700.11,0,3.10646,0,6.32529,2689.99,0,0,106.744,1682.75,36.2048,0,0,0,0,0,0,33.3494
ENSG00000004766,55610,chr7:92861652-92988338_CCDC132_ENSG00000004766.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004776,126393,chr19:36245466-36248980_HSPB6_ENSG00000004776.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004777,115703,chr19:36265433-36279724_ARHGAP33_ENSG00000004777.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004779,4706,chr16:23592322-23607677_NDUFAB1_ENSG00000004779.5,373.958,0,0,0,595.1,0,0,0,57.7425,0,0,0,0,0,0,0,0
ENSG00000004799,5166,chr7:95212810-95225803_PDK4_ENSG00000004799.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004809,85413,chr6:110745889-110797844_SLC22A16_ENSG00000004809.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004838,51364,chr3:50378536-50384283_ZMYND10_ENSG00000004838.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004846,340273,chr7:20654829-20816658_ABCB5_ENSG00000004846.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004848,170302,chrX:25021810-25034065_ARX_ENSG00000004848.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004864,10165,chr7:95749531-95951459_SLC25A13_ENSG00000004864.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004897,996,chr17:45195068-45266788_CDC27_ENSG00000004897.7,419.422,0,0,0,0,0,51.9162,0,0,0,138.535,0,0,0,46.4756,0,8.61536
ENSG00000004939,6521,chr17:42325752-42355825_SLC4A1_ENSG00000004939.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004948,799,chr7:93053798-93204042_CALCR_ENSG00000004948.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004961,3052,chrX:11129420-11683821_HCCS_ENSG00000004961.10,0,0,0,0,0,0,0,0,6.47335,0,0,0,0,0,0,0,0
ENSG00000004975,1856,chr17:7128659-7137864_DVL2_ENSG00000004975.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005001,64063,chr16:2902727-2909727_PRSS22_ENSG00000005001.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005007,5976,chr19:18942746-18979045_UPF1_ENSG00000005007.8,0,0,0,0,0,0,2.30789,0,0.696134,0,0,0,0,0,0,0,0
ENSG00000005020,8935,chr7:26706680-27034858_SKAP2_ENSG00000005020.8,0,0,0,0.344565,0,0,0,0,0,0,0,0,7.24011,0.233546,0,0,0
ENSG00000005022,292,chrX:118599996-118605282_SLC25A5_ENSG00000005022.5,967.937,267.811,0,2681.45,0,0,0,44.2083,0,555.04,1806.76,955.471,15.0691,1.53549,0,1631.35,185.919
ENSG00000005059,55013,chr4:110481360-110624739_CCDC109B_ENSG00000005059.11,0,0,0,0,0,0,0,0,0,268.218,0,0.481394,0,0,0,0,0
ENSG00000005073,3207,chr7:27221128-27233067_HOXA11_ENSG00000005073.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005075,5439,chr7:102105375-102119354_POLR2J_ENSG00000005075.11,78.6598,0,103.879,13.8159,0,0,0,72.157,418.416,0,942.732,0,0,0,0,0,0
ENSG00000005100,56919,chr17:5185557-5372380_DHX33_ENSG00000005100.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2197,0.149928,0
ENSG00000005102,4222,chr17:41717755-41739322_MEOX1_ENSG00000005102.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005108,221981,chr7:11221358-11871824_THSD7A_ENSG00000005108.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005156,3980,chr17:33254877-33332083_LIG3_ENSG00000005156.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005175,79657,chr12:48057069-48099844_RPAP3_ENSG00000005175.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005187,6296,chr16:20621564-20936328_ACSM3_ENSG00000005187.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005189,81691,chr16:20621564-20936328_AC004381.6_ENSG00000005189.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005194,57019,chr16:57462080-57521239_CIAPIN1_ENSG00000005194.10,27.4919,0,0,0,0,0,0,56.6887,0,0,0,0,0,0,272.347,0,0
ENSG00000005206,56928,chr19:2321515-2355099_SPPL2B_ENSG00000005206.12,14.2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005238,80256,chr9:35104108-35116338_FAM214B_ENSG00000005238.15,0,0,0,8.33708,0,0,0,2.55233,0,0,0,81.4186,0,0,0,0,0
ENSG00000005243,51226,chr17:46103532-46115392_COPZ2_ENSG00000005243.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005249,5577,chr7:106685093-106802256_PRKAR2B_ENSG00000005249.8,17.9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005302,10943,chrX:11776277-11793870_MSL3_ENSG00000005302.13,221.377,0,0,0,0,204.194,0,0,226.119,9.75631,0,0.40477,0,0,38.4135,0,478.998
ENSG00000005339,1387,chr16:3775054-3930727_CREBBP_ENSG00000005339.8,0,0.707371,1.6219,0,0,0,513.252,0,0,0,0,0.0576733,0,0,35.761,0,0
ENSG00000005379,9256,chr17:56378591-56494956_BZRAP1_ENSG00000005379.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.182,0,0
ENSG00000005381,4353,chr17:56347216-56358296_MPO_ENSG00000005381.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005421,5444,chr7:94926987-95025680_PON1_ENSG00000005421.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005436,6936,chr2:75873908-75938115_GCFC2_ENSG00000005436.9,0,0,0,0,0,0,0,0,0,0,0,0,82.4076,0,0,17.9446,0
ENSG00000005448,84058,chr2:74648804-74652882_WDR54_ENSG00000005448.12,32.4658,0,0,12.4589,420.213,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005469,54677,chr7:86974996-87029111_CROT_ENSG00000005469.7,0,5.74393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14007
ENSG00000005471,5244,chr7:87031012-87109751_ABCB4_ENSG00000005471.11,0,0,0,0,0,0,0,0,0,0,0,0,0,111.692,0,0,0
ENSG00000005483,55904,chr7:104653871-105039755_KMT2E_ENSG00000005483.15,91.4443,0.738997,63.227,213.046,0,120.756,154.973,471.588,42.07,1309.43,176.363,1618.77,95.6475,975.187,0.125826,240.55,31.5502
ENSG00000005486,57414,chr7:75471919-75518244_RHBDD2_ENSG00000005486.12,75.7872,0,3.46585,0,0,0,0,0,57.7863,0,0,0,0,0,0,0,0
ENSG00000005513,30812,chr16:1031807-1036979_SOX8_ENSG00000005513.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005700,25998,chr6:82879699-82957471_IBTK_ENSG00000005700.10,0,0,0,2.80651,0,0,31.8798,0,0,0,105.046,0,0,0,0,0,0
ENSG00000005801,7748,chr11:3357950-3400448_ZNF195_ENSG00000005801.12,0,0,0,0,0,0,0,118.252,0,0,0,0,0,0,0,118.509,0
ENSG00000005810,23077,chr13:77618791-77901185_MYCBP2_ENSG00000005810.13,89.0007,8.76668,3.57399,2.33217,0,0,95.9326,0,1.15055,0,0,0,1.72568,0,0,0,346.582
ENSG00000005812,26224,chr13:77564794-77601330_FBXL3_ENSG00000005812.6,0,0,0,0,0,0,0,0,0,0,0.161296,6.12261,0,0,105.395,0,0
ENSG00000005844,3683,chr16:30483978-30534506_ITGAL_ENSG00000005844.13,7.41079,0,594.2,0,0,0,2.98712,0,1.19559,16.7826,0,63.6994,75.3175,0,0.786402,226.753,9.30212
ENSG00000005882,5164,chr17:48172100-48207246_PDK2_ENSG00000005882.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005884,3675,chr17:48133331-48167845_ITGA3_ENSG00000005884.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69597,0,0,0
ENSG00000005889,7543,chrX:24164341-24234372_ZFX_ENSG00000005889.11,0.337822,10.42,0,0,0,0,0,0.774995,0,590.193,5.96825,0,4.35836,0,0,0,0
ENSG00000005893,3920,chrX:119561681-119603220_LAMP2_ENSG00000005893.11,13.98,0,0,1.27727,0,0,166.432,0,0,0,331.295,0,0.296716,0,0,746.323,10.6372
ENSG00000005961,3674,chr17:42449547-42466873_ITGA2B_ENSG00000005961.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005981,51666,chr7:95107755-95169544_ASB4_ENSG00000005981.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006007,51573,chr16:19513010-19533467_GDE1_ENSG00000006007.7,0,0,240.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006015,55049,chr19:18682539-18731849_C19orf60_ENSG00000006015.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006016,9244,chr19:18682539-18731849_CRLF1_ENSG00000006016.6,0,0,215.385,0,0,0,0,0,0,0,0,0,0,1982.99,0,0,0
ENSG00000006025,114881,chr17:45884737-45899200_OSBPL7_ENSG00000006025.7,23.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006042,26022,chr17:31254927-31272124_TMEM98_ENSG00000006042.7,0,0,0,0,0,0,0,0,0,0,0,0.912275,0,0,0,0,0
ENSG00000006047,51087,chr17:7184985-7197934_YBX2_ENSG00000006047.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006059,3883,chr17:39502343-39507064_KRT33A_ENSG00000006059.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006062,9020,chr17:43268297-43394414_MAP3K14_ENSG00000006062.9,0,0,0,0,78.8401,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006071,6833,chr11:17414431-17498449_ABCC8_ENSG00000006071.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006116,10368,chr16:24266873-24374122_CACNG3_ENSG00000006116.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006118,54972,chr11:60680637-60720002_TMEM132A_ENSG00000006118.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006125,163,chr17:33901813-34053436_AP2B1_ENSG00000006125.12,65.4988,0,184.496,568.106,0,0,3.7974,21.667,34.6697,0,39.2407,0,7.36739,106.503,3.84722,0,18.3169
ENSG00000006128,6863,chr7:97361219-97369784_TAC1_ENSG00000006128.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006194,10127,chr16:3313742-3368852_ZNF263_ENSG00000006194.6,0,0,0,0,0,0,0,0,31.8183,0,29.7971,0.591854,0,0,0,0,1.38653
ENSG00000006210,6376,chr16:57406369-57418960_CX3CL1_ENSG00000006210.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006282,64847,chr17:48609903-48633213_SPATA20_ENSG00000006282.15,0.608233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006283,8913,chr17:48633567-48709301_CACNA1G_ENSG00000006283.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006327,51330,chr16:3064712-3072384_TNFRSF12A_ENSG00000006327.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006377,1750,chr7:96584452-96643377_DLX6_ENSG00000006377.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006432,4293,chr14:71189242-71276251_MAP3K9_ENSG00000006432.11,0,0.400315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006451,5898,chr7:39663081-39747723_RALA_ENSG00000006451.3,7.4813,0,0,4.25739,0,0,37.1681,0,0,0,0,0,0,0,0,0,0
ENSG00000006453,55971,chr7:97881690-98030380_BAIAP2L1_ENSG00000006453.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006459,80853,chr7:139784545-139876835_JHDM1D_ENSG00000006459.6,0,0,0,0,0,0,0,0,0,0,0,7.21653,0,0,0,0,0
ENSG00000006468,2115,chr7:13930852-14031050_ETV1_ENSG00000006468.9,0,0.0647446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006530,55750,chr7:141229002-141401953_AGK_ENSG00000006530.11,0,0.402414,0,0.814524,17.3137,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006534,221,chr11:67776047-67797928_ALDH3B1_ENSG00000006534.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006555,55001,chr1:55245384-55266940_TTC22_ENSG00000006555.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006576,57157,chr7:77428121-77586818_PHTF2_ENSG00000006576.12,22.0882,0,0,0,0,0,0,0,25.5114,0,0,23.212,0,0.752973,14.4841,0,3.97686
ENSG00000006606,10344,chr7:75398850-75419214_CCL26_ENSG00000006606.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006607,9855,chr2:242295657-242449145_FARP2_ENSG00000006607.9,0,0.235772,0,0,0,0,0,0,0,0.319731,0.173532,0,0.379428,0.524876,1.62655,0,0
ENSG00000006611,10083,chr11:17515441-17565963_USH1C_ENSG00000006611.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006625,79017,chr7:30536236-30673649_GGCT_ENSG00000006625.13,361.025,0,0,0,0,0,0,1713.55,0,0,0,0,29.6161,0,156.538,0,0
ENSG00000006634,10926,chr7:87462882-87538856_DBF4_ENSG00000006634.3,0,0,34.5624,0,0,0,0,4.78829,0,1708.78,1892.5,0,0,0,0,0,0
ENSG00000006638,6915,chr19:3594503-3606838_TBXA2R_ENSG00000006638.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006652,3475,chr7:112063022-112131117_IFRD1_ENSG00000006652.9,11.2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006659,56891,chr19:40194945-40200084_LGALS14_ENSG00000006659.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006695,1352,chr17:13972812-14111994_COX10_ENSG00000006695.6,0,0,0,0,0,0,0,0,18.5508,0,0,0,0,0,0,0,0
ENSG00000006704,9569,chr7:73868119-74016931_GTF2IRD1_ENSG00000006704.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006712,54623,chr19:39876491-39881835_PAF1_ENSG00000006712.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47278
ENSG00000006715,27072,chr7:38762562-38971994_VPS41_ENSG00000006715.11,0,0,0,0,0,32.6182,255.968,0,22.7112,0,0,0,0.130023,0,0,0,10.4265
ENSG00000006740,9912,chr17:12569206-12894960_ARHGAP44_ENSG00000006740.12,65.2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006744,60528,chr17:12895707-12921504_ELAC2_ENSG00000006744.14,0,0,0,0,0,0,0,9.10486,0,0,0,0,0,0,0,0,0
ENSG00000006747,85477,chr7:12609750-12693228_SCIN_ENSG00000006747.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598123,0,0,0
ENSG00000006756,414,chrX:2822010-2847392_ARSD_ENSG00000006756.11,0,0,0,61.655,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006757,8228,chrX:7866287-7895780_PNPLA4_ENSG00000006757.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006788,8735,chr17:10195136-10276447_MYH13_ENSG00000006788.8,0.276534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006831,79602,chr12:1797739-1897844_ADIPOR2_ENSG00000006831.9,0,0,0,29.6766,0,0,0,0,0,0,0,24.2925,0,0,48.0006,0,0
ENSG00000006837,51265,chr5:133450401-133706738_CDKL3_ENSG00000006837.7,0,27.8734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007001,151531,chr2:158733213-158992666_UPP2_ENSG00000007001.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007038,10942,chr16:2867163-2876305_PRSS21_ENSG00000007038.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007047,57787,chr19:45574757-45808541_MARK4_ENSG00000007047.10,0,0,0,0,0,0,0,0,0,2.71427,136.59,0,0,0,0,0,0
ENSG00000007062,8842,chr4:15961865-16086001_PROM1_ENSG00000007062.7,39.359,0,0,0,0,0,0,1.35373,0,0,0,0,0,0,0,0,0
ENSG00000007080,115098,chr19:18043824-18054800_CCDC124_ENSG00000007080.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19233,0,0
ENSG00000007129,90273,chr19:42051553-42093197_CEACAM21_ENSG00000007129.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007168,5048,chr17:2496503-2588909_PAFAH1B1_ENSG00000007168.8,0,485.23,1199.74,0,0,0,0,169.225,0,0,0,0,0,0,49.2463,0,0
